"GalCV";"NGalNm";"FGalNm";"Amb";"Hosp"
"00682";"gastr./or. susp. (gran.)";"susp. (gran.) gastr./or.";true;false
"00683";"gastr./or. oploss. (pdr.)";"sol. (pdr) gastr./or.";true;false
"00684";"subling. orodisp. tabl.";"compr. orodisp. subling.";true;false
"00685";"omh. gran. (zakjes)";"gran. enr. (sachet)";true;false
"00686";"kauwtabl. D3 Citroen";"compr. à croquer D3 Citron";true;false
"00687";"or./rect. susp. Suspensie";"susp. or./rect. Suspension";true;false
"00688";"harde caps. geregul. afgifte Modified Release";"gél. lib. modif. Modified Release";true;false
"00689";"inj. oploss. (pdr. + solv.) s.c. GoQuick [voorgev. pen]";"sol. inj. (pdr + solv.) s.c. GoQuick [stylo prérempli]";true;false
"00690";"tabl. + filmomh. tabl.";"compr. + compr. pellic.";true;false
"00691";"inj. oploss. (pdr. + solv.) i.m. IM Lidocaïne [flac. + amp.]";"sol. inj. (pdr + solv.) i.m. IM Lidocaïne [flac. + amp.]";true;false
"00692";"verneveldisp. Liposomaal [flac.]";"disp. inhal. nébul. Liposomal [flac.]";true;false
"00693";"filmomh. tabl. (deelb. kwantit.) Fasttabs";"compr. pellic. (séc. quantit.) Fasttabs";true;false
"00694";"siroop oploss. (zonder suiker) Junior";"sirop sol. (sans sucre) Junior";true;false
"00695";"gran. (zakjes) Instant Forte Cappuccino";"gran. (sachet) Instant Forte Cappuccino";true;false
"00696";"lyofilisaat";"lyophilisat";true;false
"00697";"zetpil Zuigelingen";"supp. Bébés";true;false
"00698";"inf. disp. (pdr.) i.v. [flac.]";"disp. perf. (pdr) i.v. [flac.]";true;false
"00699";"subling. tabl. (applic.)";"compr. subling. (applic.)";true;false
"00700";"inj. oploss./inj. oploss. (conc.) i.m./i.v. [amp.]";"sol. inj./sol. inj. à diluer i.m./i.v. [amp.]";true;false
"00701";"inj. /inf. disp. i.v. [flac.]";"disp. inj./perf. i.v. [flac.]";true;false
"00702";"inj. oploss. (conc. + solv.) s.retin. [3x flac.]";"sol. inj. (sol. à diluer + solv.) s.rétin. [3x flac.]";true;false
"00703";"nas. poeder (unidose)";"poudre (unidose) nas.";true;false
"00704";"verband [Rond]";"pansement [Rond]";true;false
"00705";"inj. oploss./inf. oploss. (conc.) i.m./i.v./s.c. [amp.]";"sol. inj./sol. perf. à diluer i.m./i.v./s.c. [amp.]";true;false
"00706";"zalf (zakjes)";"pommade (sachet)";true;false
"00707";"eq. levend weefsel implant.";"substitut de tissu vivant implant.";true;false
"00708";"inj. oploss. s.c. DoubleStar [voorgev. pen]";"sol. inj. s.c. DoubleStar [stylo prérempli]";true;false
"00709";"inj. susp. verl. afgifte (pdr. + solv.) i.m. [2x flac.]";"susp. inj. lib. prol. (pdr + solv.) i.m. [2x flac.]";true;false
"00710";"oploss. Pediatrie";"sol. Pédiatrique";true;false
"00711";"inf. oploss. conc. (pdr.) i.v. Liposomal [flac.]";"sol. perf. à diluer (pdr) i.v. Liposomal [flac.]";true;false
"00712";"zalf + vag. tabl.";"pommade + compr. vag.";true;false
"00713";"inj. oploss. s.c. [patr.] voor Smartclic";"sol. inj. s.c. [cart.] pour Smartclic";true;false
"00714";"inj./inf. oploss. (conc.) i.m./i.v./i.thec./i.arter./i.ventr. [flac.]";"sol. inj./perf. à diluer i.m./i.v./i.théc./i.artér./i.ventr. [flac.]";true;false
"00715";"vag. oploss. Unigyn";"sol. vag. Unigyn";true;false
"00716";"geïmpr. verbandgaas Tule";"compresse impr. Tulle";true;false
"00717";"zeep Germicide";"savon Germicide";true;false
"00718";"zeep (unidose) Uniwash";"savon (unidose) Uniwash";true;false
"00719";"ocul. spoeloploss. [zonder bew.]";"sol. irrig. opht. [sans cons.]";true;false
"00720";"cut. oploss. Dermicum";"sol. cut. Dermique";true;false
"00721";"vag. oploss. Gynecologie";"sol. vag. Gynécologie";true;false
"00722";"gorgeldrank/mondspoeling Mondwater";"gargarisme/bain de bouche Buccale";true;false
"00723";"verband Non-adhesive Heel";"pansement Non-adhesive Heel";true;false
"00724";"verband Tracheostomy";"pansement Tracheostomy";true;false
"00725";"verband Border Flex";"pansement Border Flex";true;false
"00726";"verband Extra";"pansement Extra";true;false
"00727";"inj. oploss./inf. oploss. conc. (pdr) i.m./i.v. [flac.]";"sol. inj./sol. perf. à diluer (pdr) i.m./i.v. [flac.]";true;false
"00728";"verband Border Flex Lite";"pansement Border Flex Lite";true;false
"00729";"verband One";"pansement One";true;false
"00730";"gran. (zakjes) Instant Rode vruchten";"gran. (sachet) Instant Fruits rouges";true;false
"00731";"verband Comfort";"pansement Comfort";true;false
"00732";"gran. (zakjes) Instant Junior Aardbei";"gran. (sachet) Instant Junior Fraise";true;false
"00733";"gran. (zakjes) Instant Forte Rode vruchten";"gran. (sachet) Instant Forte Fruits rouges";true;false
"00734";"tabl. Mitis";"compr. Mitis";true;false
"00735";"inj. oploss. i.artic. [flac.]";"sol. inj. i.artic. [flac.]";true;false
"00736";"cut. oploss. (unidose) (alc.) Hydroalcoholische";"sol. (unidose) cut. (alc.) Hydroalcoolique";true;false
"00737";"inj. emuls. i.m. [flac.]";"émuls. inj. i.m. [flac.]";true;false
"00738";"inj. susp. verl. afgifte (pdr. + solv.) i.m. [flac. + voorgev. spuit]";"susp. inj. lib. prol. (pdr + solv.) i.m. [flac. + ser. préremplie]";true;false
"00739";"inj. oploss. s.c. [patr., on-body injector]";"sol. inj. s.c. [cart., injecteur corporel]";true;false
"00740";"cut. oploss. (unidose) Dermicum";"sol. (unidose) cut. Dermique";true;false
"00741";"inj. oploss. i.m./s.c./i.derm./i.artic. [amp.]";"sol. inj. i.m./s.c./i.derm./i.artic. [amp.]";true;false
"00742";"orodisp. film";"film orodisp.";true;false
"00743";"transderm. lok. geïmpr. verbandgaas";"compresse impr. transderm. local";true;false
"00744";"inj. oploss. s.c. [patr.] voor Glaxopen";"sol. inj. s.c. [cart.] pour Glaxopen";true;false
"00745";"inf. oploss. i.putam. [flac.]";"sol. perf. i.putam. [flac.]";true;false
"00746";"tabl. verl. afgifte (deelb. kwantit.) Retard Divitabs";"compr. lib. prol. (séc. quantit.) Retard Divitabs";true;false
"00747";"kauwtabl. (deelb. kwantit.) Forte Orange";"compr. à croquer (séc. quantit.) Forte Orange";true;false
"00748";"tabl. verl. afgifte (deelb. niet kwantit.) Retard";"compr. lib. prol. (séc. non quantit.) Retard";true;false
"00749";"tabl. verl. afgifte Repetabs";"compr. lib. prol. Repetabs";true;false
"00750";"oplosb. tabl. (deelb. kwantit.)";"compr. sol. (séc. quantit.)";true;false
"00751";"tabl. verl. afgifte (deelb. kwantit.) L.A.";"compr. lib. prol. (séc. quantit.) L.A.";true;false
"00752";"inj. oploss. i.v./epidur./p.neur. [amp., locoregionale infiltr.]";"sol. inj. i.v./p.dural/p.neur. [amp., infiltr. locorégionale]";true;false
"00753";"inj. oploss. s.c. Junior Kwikpen [voorgev. pen]";"sol. inj. s.c. Junior Kwikpen [stylo prérempli]";true;false
"00754";"or./subling. tabl. (deelb. niet kwantit.)";"compr. or./subling. (séc. non quantit.)";true;false
"00755";"disp. maagsapresist. tabl. (deelb. niet kwantit.) Mups";"compr. gastro-résist. disp. (séc. non quantit.) Mups";true;false
"00756";"i.vesic. susp. (pdr. + solv.) [flac. + zak]";"susp. (pdr + solv.) i.vésic. [flac. + sac]";true;false
"00757";"filmomh. tabl. (deelb. niet kwantit.) Mitis";"compr. pellic. (séc. non quantit.) Mitis";true;false
"00758";"orofar. zuigtabl. Suikervrij";"past. orophar. Sans Sucre";true;false
"00759";"tabl. verl. afgifte (deelb. kwantit.) Chrono 300";"compr. lib. prol. (séc. quantit.) Chrono 300";true;false
"00760";"inj./inf. oploss. (pdr. + solv.) i.m./i.v. [flac. + amp.]";"sol. inj./perf. (pdr + solv.) i.m./i.v. [flac. + amp.]";true;false
"00761";"orofar. zuigtabl. Honing- en Citroensmaak";"past. orophar. Goût Miel et Citron";true;false
"00762";"verband Adhesive Hiel [Rond]";"pansement Adhesive Talon [Rond]";true;false
"00763";"susp. (gran. + solv.)";"susp. (gran. + solv.)";true;false
"00764";"siroop susp. (zonder suiker)";"sirop susp. (sans sucre)";true;false
"00765";"orofar. zuigtabl. Suikervrij Sinaasappelsmaak";"past. orophar. Sans Sucre Goût Orange";true;false
"00766";"susp. Antizuur-Antireflux";"susp. Antiacide-Antireflux";true;false
"00767";"susp. (zakjes) Antizuur-Antireflux Unidose";"susp. (sachet) Antiacide-Antireflux Unidose";true;false
"00768";"susp. (zakjes) Advance Munt Unidose";"susp. (sachet) Advance Menthe Unidose";true;false
"00769";"inj. oploss. s.c. PushPen [voorgev. pen]";"sol. inj. s.c. PushPen [stylo prérempli]";true;false
"00770";"inj./inf. oploss. i.m./i.v./i.thec./i.arter. [flac.]";"sol. inj./perf. i.m./i.v./i.théc./i.artér. [flac.]";true;false
"00771";"crème (doseerpomp)";"crème (pompe doseuse)";true;false
"00772";"siroop oploss. (zonder suiker) Eucalyptussmaak";"sirop sol. (sans sucre) Goût eucalyptus";true;false
"00773";"susp. Zuigelingen en Kinderen";"susp. Nourrissons et Enfants";true;false
"00774";"siroop oploss. (zonder suiker) Forte";"sirop sol. (sans sucre) Forte";true;false
"00775";"siroop oploss. Honing & Citroen";"sirop sol. Miel & Citron";true;false
"00776";"siroop oploss. (zonder suiker) Volwassenen Zonder suiker";"sirop sol. (sans sucre) Adultes Sans sucre";true;false
"00777";"inj. oploss./inf. oploss. conc. (pdr) i.v. [flac.]";"sol. inj./sol. perf. à diluer (pdr) i.v. [flac.]";true;false
"00778";"inj. susp. verl. afgifte (pdr. + solv.) i.m. Maintena [2x flac.]";"susp. inj. lib. prol. (pdr + solv.) i.m. Maintena [2x flac.]";true;false
"00779";"gran. (caps. om te openen)";"gran. (gél. à ouvrir)";true;false
"00780";"harde caps. Caps Forte";"gél. Caps Forte";true;false
"00781";"inj. oploss. (pdr. + solv.) i.m./s.c. [flac. + 2x voorgev. spuit]";"sol. inj. (pdr + solv.) i.m./s.c. [flac. + 2x ser. préremplie]";true;false
"00782";"inf. oploss. s.c. [flac.] voor Vyafuser";"sol. perf. s.c. [flac.] pour Vyafuser";true;false
"00783";"cut./or./oromuc. oploss./oploss. (conc.)";"sol./sol. à diluer cut./or./oromuq.";true;false
"00784";"inj. oploss. (conc.) s.c. [flac.]";"sol. inj. à diluer s.c. [flac.]";true;false
"00785";"zuigtabl. Mint Zonder Suiker";"past. Mint Sans Sucre";true;false
"00786";"susp. (zonder suiker) Kinderen Suikervrij";"susp. (sans sucre) Enfants Sans Sucre";true;false
"00787";"susp. (zonder suiker) Rood Kinderen Suikervrij";"susp. (sans sucre) Rouge Enfants Sans Sucre";true;false
"00788";"inj. disp. (conc.) i.v. [flac.]";"disp. inj. à diluer i.v. [flac.]";true;false
"00789";"inj. oploss. i.m. Junior [voorgev. pen]";"sol. inj. i.m. Junior [stylo prérempli]";true;false
"00790";"inj./inf. oploss. i.v. [voorgev. spuit]";"sol. inj./perf. i.v. [ser. préremplie]";true;false
"00791";"inj. emuls. i.v. [amp.]";"émuls. inj. i.v. [amp.]";true;false
"00792";"nas. druppels oploss. Junior";"gtts sol. nas. Junior";true;false
"00793";"nas. spray oploss. Junior Sine Conservans";"sol. spray nas. Junior Sine Conservans";true;false
"00794";"vag. harde caps.";"gél. vag.";true;false
"00795";"transderm. lok. medic. pleister Once Daily";"emplâtre médic. transderm. local Once Daily";true;false
"00796";"inhalatiepdr. (harde caps.) [Vertical-Haler]";"poudre inhal. (gél.) [Vertical-Haler]";true;false
"00797";"cut. spray oploss. (alc.) Gekleurd";"sol. spray cut. (alc.) Coloré";true;false
"00798";"inj./inf. oploss. (conc.) i.m./i.v. [amp.]";"sol. inj./perf. à diluer i.m./i.v. [amp.]";true;false
"00799";"inj. susp. (pdr. + solv.) i.m./i.derm. [flac. + voorgev. spuit]";"susp. inj. (pdr + solv.) i.m./i.derm. [flac. + ser. préremplie]";true;false
"00800";"inj. oploss. s.c. FlexPro [voorgev. pen]";"sol. inj. s.c. FlexPro [stylo prérempli]";true;false
"00801";"e.corpor. oploss. modificatie bloedfractie [amp.]";"sol. prép. ex vivo fractions sanguines e.corpor. [amp.]";true;false
"00802";"inj. oploss. i.m./i.v./s.c./epidur. [amp., locoregionale infiltr.]";"sol. inj. i.m./i.v./s.c./p.dural [amp., infiltr. locorégionale]";true;false
"00803";"inj. oploss. dent. Zonder Vaatvernauwer [patr.]";"sol. inj. dent. Sans Vasoconstricteur [cart.]";true;false
"00804";"verband Border Sacral";"pansement Border Sacral";true;false
"00805";"cut. spray oploss. (doseerpomp) (alc.)";"sol. spray cut. (pompe doseuse) (alc.)";true;false
"00806";"verband Sacrum Niet-klevend";"pansement Sacrum Non adhésif";true;false
"00807";"gran. (zakjes) Instant Junior Vanille Aardbei";"gran. (sachet) Instant Junior Vanille Fraise";true;false
"00808";"inj./inf./instill. oploss. (pdr.) i.v./i.arter. [flac.]";"sol. inj./perf./instill. (pdr) i.v./i.artér. [flac.]";true;false
"00809";"inj. oploss. i.camer. [flac.]";"sol. inj. i.camér. [flac.]";true;false
"00810";"siroop oploss. (conc.)";"sirop sol. à diluer";true;false
"00811";"orofar. zuigtabl. Honing & Eucalyptus";"past. orophar. Miel & Eucalyptus";true;false
"00812";"susp. Baby";"susp. Baby";true;false
"00813";"zachte caps. Minicaps";"caps. molle Minicaps";true;false
"00814";"oploss. (gran., zakjes) Junior";"sol. (gran., sachet) Junior";true;false
"00815";"inj. disp. i.m. [flac.]";"disp. inj. i.m. [flac.]";true;false
"00816";"inj. disp. (conc.) i.m. [flac.]";"disp. inj. à diluer i.m. [flac.]";true;false
"00817";"tabl. (deelb.)";"compr. (séc.)";true;false
"00818";"inj. oploss. s.c. OnePress [voorgev. pen]";"sol. inj. s.c. OnePress [stylo prérempli]";true;false
"00819";"inj. oploss. i.v./s.c./i.derm./s.mucos. [voorgev. spuit, locoregionale infiltr.]";"sol. inj. i.v./s.c./i.derm./s.muq. [ser. préremplie, infiltr. locorégionale]";true;false
"00820";"inj./inf. oploss. (pdr.) i.v./i.thec./i.ventr. [flac.]";"sol. inj./perf. (pdr) i.v./i.théc./i.ventr. [flac.]";true;false
