"mppcv";"Stofcv";"ppid";"hyr_";"hyrcv_";"mpcv_";"mppnm_";"ppq";"ppgal";"InRank";"StofNm_";"Dim";"InX";"InQ";"InU";"Add";"InBasQ";"InBasU";"InQ2";"InU2";"Amb";"Hosp"
"4102968";"00495";"1";"EEDA";"0004945";"42-232";"Aacidexam inj./instill. oploss. i.m./i.v./i.artic./i.burs./rect. [amp.] 10x 5mg/1ml";0;"inj./instill. oploss. i.m./i.v./i.artic./i.burs./rect. [amp.]";1;"dexamethason natriumfosfaat";;;5.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"0860932";"00644";"1";"FCACA";"0005637";"59-232";"Aacifemine ovule 15x 0,5mg";0;"ovule";1;"estriol";;;0.5000;"mg";;0.0000;;0.0000;;true;false
"0016188";"00644";"1";"FCAAA";"0005595";"59-232";"Aacifemine tabl. (deelb.) 30x 2mg";0;"tabl. (deelb. niet kwantit.)";1;"estriol";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"0860924";"00644";"1";"FCACA";"0005637";"59-232";"Aacifemine vag. crème 15g 1mg/1g";0;"vag. crème";1;"estriol";;;1.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"4247763";"00004";"1";"KDCABE";"0020198";"43679-1289";"Abacavir/Lamivudine Viatris 600/300 filmomh. tabl. 30x";0;"filmomh. tabl.";1;"abacavir";;;600.0000;"mg";;0.0000;;0.0000;;true;false
"4247763";"01005";"1";"KDCABE";"0020198";"43679-1289";"Abacavir/Lamivudine Viatris 600/300 filmomh. tabl. 30x";0;"filmomh. tabl.";2;"lamivudine";;;300.0000;"mg";;0.0000;;0.0000;;true;false
"4522744";"00205";"1";"MBAA";"0013201";"46656-4309";"Abevmy 25 mg/1 ml inf. oploss. (conc.) i.v. [flac.] 1x 100mg/4ml";0;"inf. oploss. (conc.) i.v. [flac.]";1;"bevacizumab";;;100.0000;"mg";"/";4.0000;"ml";0.0000;;true;false
"4522751";"00205";"1";"MBAA";"0013201";"46656-4309";"Abevmy 25 mg/1 ml inf. oploss. (conc.) i.v. [flac.] 1x 400mg/16ml";0;"inf. oploss. (conc.) i.v. [flac.]";1;"bevacizumab";;;400.0000;"mg";"/";16.0000;"ml";0.0000;;true;false
"4165536";"00122";"1";"JBDA";"0007922";"75-3269";"Abilify (Abacus) tabl. 28x 10mg (UD)";0;"tabl.";1;"aripiprazol";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4904702";"00122";"1";"JBDA";"0007922";"75-3269";"Abilify (Abacus) tabl. 28x 15mg (UD)";0;"tabl.";1;"aripiprazol";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"4753158";"00122";"1";"JBDA";"0007922";"75-3269";"Abilify (Abacus) tabl. 28x 30mg (UD)";0;"tabl.";1;"aripiprazol";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"4165726";"00122";"1";"JBDA";"0007922";"75-3269";"Abilify (Abacus) tabl. 98x 10mg (UD)";0;"tabl.";1;"aripiprazol";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4178901";"00122";"1";"JBDA";"0007922";"75-3269";"Abilify (Abacus) tabl. 98x 15mg (UD)";0;"tabl.";1;"aripiprazol";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"2567576";"00122";"1";"JBDA";"0007922";"75-2501";"Abilify inj. oploss. i.m. [flac.] 1x 9,75mg/1,3ml";0;"inj. oploss. i.m. [flac.]";1;"aripiprazol";;;9.7500;"mg";"/";1.3000;"ml";0.0000;;true;false
"4969077";"00122";"1";"JBDA";"0007922";"75-1073";"Abilify inj. susp. verl. afgifte i.m. [voorgev. spuit] 1x 960mg/3,2ml";0;"inj. susp. verl. afgifte i.m. [voorgev. spuit]";1;"aripiprazol";;;960.0000;"mg";"/";3.2000;"ml";0.0000;;true;false
"3154887";"00122";"1";"JBDA";"0007922";"75-1073";"Abilify inj. susp. verl. afgifte (pdr.+solv.) i.m. Maintena [2x flac.] 1x 400mg";0;"inj. susp. verl. afgifte (pdr. + solv.) i.m. Maintena [2x flac.]";1;"aripiprazol";;;400.0000;"mg";;0.0000;;0.0000;;true;false
"3060001";"00122";"1";"JBDA";"0007922";"75-2501";"Abilify oploss. 150ml 1mg/1ml";0;"oploss.";1;"aripiprazol";;;1.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"4201737";"00122";"1";"JBDA";"0007922";"75-3418";"Abilify (Orifarm Belgium) tabl. 28x 10mg (UD)";0;"tabl.";1;"aripiprazol";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4201745";"00122";"1";"JBDA";"0007922";"75-3418";"Abilify (Orifarm Belgium) tabl. 98x 10mg (UD)";0;"tabl.";1;"aripiprazol";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4272100";"00122";"1";"JBDA";"0007922";"75-3418";"Abilify (Orifarm Belgium) tabl. 98x 15mg (UD)";0;"tabl.";1;"aripiprazol";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"3534807";"00122";"1";"JBDA";"0007922";"75-1529";"Abilify (PI-Pharma) tabl. 28x 10mg (UD)";0;"tabl.";1;"aripiprazol";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3534948";"00122";"1";"JBDA";"0007922";"75-1529";"Abilify (PI-Pharma) tabl. 28x 15mg (UD)";0;"tabl.";1;"aripiprazol";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"3573573";"00122";"1";"JBDA";"0007922";"75-1529";"Abilify (PI-Pharma) tabl. 28x 30mg (UD)";0;"tabl.";1;"aripiprazol";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"3573557";"00122";"1";"JBDA";"0007922";"75-1529";"Abilify (PI-Pharma) tabl. 98x 10mg (UD)";0;"tabl.";1;"aripiprazol";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3573565";"00122";"1";"JBDA";"0007922";"75-1529";"Abilify (PI-Pharma) tabl. 98x 15mg (UD)";0;"tabl.";1;"aripiprazol";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"2237220";"00122";"1";"JBDA";"0007922";"75-2501";"Abilify tabl. 28x 10mg (UD)";0;"tabl.";1;"aripiprazol";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2237238";"00122";"1";"JBDA";"0007922";"75-2501";"Abilify tabl. 28x 15mg (UD)";0;"tabl.";1;"aripiprazol";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"2237246";"00122";"1";"JBDA";"0007922";"75-2501";"Abilify tabl. 28x 30mg (UD)";0;"tabl.";1;"aripiprazol";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"3255684";"00122";"1";"JBDA";"0007922";"75-2501";"Abilify tabl. 98x 10mg (UD)";0;"tabl.";1;"aripiprazol";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3255676";"00122";"1";"JBDA";"0007922";"75-2501";"Abilify tabl. 98x 15mg (UD)";0;"tabl.";1;"aripiprazol";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"4614384";"00008";"1";"MEDA";"0017798";"45682-67";"Abiraterone Accord filmomh. tabl. 56x 500mg";0;"filmomh. tabl.";1;"abirateron acetaat";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"4607750";"00008";"1";"MEDA";"0017798";"45757-612";"Abirateron EG filmomh. tabl. 56x 500mg";0;"filmomh. tabl.";1;"abirateron acetaat";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"4549655";"00008";"1";"MEDA";"0017798";"45906-2303";"Abiraterone Krka filmomh. tabl. 60x 500mg";0;"filmomh. tabl.";1;"abirateron acetaat";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"4495099";"00008";"1";"MEDA";"0017798";"45914-1289";"Abiraterone Mylan filmomh. tabl. 60x 500mg";0;"filmomh. tabl.";1;"abirateron acetaat";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"4495081";"00008";"1";"MEDA";"0017798";"45914-1289";"Abiraterone Mylan filmomh. tabl. (deelb.) 30x 1000mg";0;"filmomh. tabl. (deelb. niet kwantit.)";1;"abirateron acetaat";;;1000.0000;"mg";;0.0000;;0.0000;;true;false
"2834786";"02333";"1";"MAEBC";"0013185";"34306-406";"Abraxane 5 mg/1 ml inf. disp. (pdr.) i.v. [flac.] 1x 100mg";0;"inf. disp. (pdr.) i.v. [flac.]";1;"paclitaxel (nanopartikels gebonden aan albumine)";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"4736807";"02757";"1";"LAARA";"8904039";"47621-1446";"Abrysvo inj. oploss. (pdr.+solv.) i.m. [flac.+voorgev. spuit] 1dos.";0;"inj. oploss. (pdr. + solv.) i.m. [flac. + voorgev. spuit]";1;"respiratoir syncytieel virus subgroepen A en B (glycoproteïne F in de prefusie-conformatie)";;;1.0000;"dos.";;0.0000;;0.0000;;true;false
"3906799";"02506";"1";"LDBA";"8901142";"42440-141";"Acarizax subling. lyofilisaat 30x 12SQ-HDM";0;"subling. lyofilisaat";4;"allergeenextract van huisstofmijten";;;12.0000;"SQ-HDM";;0.0000;;0.0000;;true;false
"4154878";"02506";"1";"LDBA";"8901142";"42440-141";"Acarizax subling. lyofilisaat 90x 12SQ-HDM";0;"subling. lyofilisaat";4;"allergeenextract van huisstofmijten";;;12.0000;"SQ-HDM";;0.0000;;0.0000;;true;false
"4133641";"00505";"1";"DBAB";"0003913";"41962-1743";"Acatar Mono siroop oploss. (zonder suiker) 125ml 3mg/1ml";0;"siroop oploss. (zonder suiker)";1;"dextromethorfan hydrobromide";;;3.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"4441077";"00715";"1";"BCCA";"0017517";"32763-67";"Accofil inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit] 1x 12ME/0,2ml";0;"inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit]";1;"filgrastim";;;12.0000;"ME";"/";0.2000;"ml";0.0000;;true;false
"4441085";"00715";"1";"BCCA";"0017517";"32763-67";"Accofil inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit] 1x 70ME/0,73ml";0;"inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit]";1;"filgrastim";;;70.0000;"ME";"/";0.7300;"ml";0.0000;;true;false
"3258662";"00715";"1";"BCCA";"0017517";"32763-67";"Accofil inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit] 5x 30ME/0,5ml";0;"inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit]";1;"filgrastim";;;30.0000;"ME";"/";0.5000;"ml";0.0000;;true;false
"3258670";"00715";"1";"BCCA";"0017517";"32763-67";"Accofil inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit] 5x 48ME/0,5ml";0;"inj./inf. oploss. (conc.) i.v./s.c. [voorgev. spuit]";1;"filgrastim";;;48.0000;"ME";"/";0.5000;"ml";0.0000;;true;false
"3277605";"00014";"1";"IAAAA";"0006791";"141-612";"Aceclofenac EG filmomh. tabl. 20x 100mg";0;"filmomh. tabl.";1;"aceclofenac";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"3277613";"00014";"1";"IAAAA";"0006791";"141-612";"Aceclofenac EG filmomh. tabl. 60x 100mg";0;"filmomh. tabl.";1;"aceclofenac";;;100.0000;"mg";;0.0000;;0.0000;;true;false
"1286285";"00018";"1";"DBBAA";"0004002";"190-612";"Acetylcysteine EG bruistabl. 10x 600mg";0;"bruistabl.";1;"acetylcysteïne";;;600.0000;"mg";;0.0000;;0.0000;;true;false
"3276094";"00018";"1";"DBBAA";"0004002";"190-612";"Acetylcysteine EG bruistabl. 30x 600mg";0;"bruistabl.";1;"acetylcysteïne";;;600.0000;"mg";;0.0000;;0.0000;;true;false
"3276102";"00018";"1";"DBBAA";"0004002";"190-612";"Acetylcysteine EG bruistabl. 60x 600mg";0;"bruistabl.";1;"acetylcysteïne";;;600.0000;"mg";;0.0000;;0.0000;;true;false
"0600189";"00018";"1";"DBBAA";"0004002";"190-612";"Acetylcysteine EG harde caps. 30x 200mg";0;"harde caps.";1;"acetylcysteïne";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"1286269";"00018";"1";"DBBAA";"0004002";"190-612";"Acetylcysteine EG oploss. (gran., zakjes) 10x 600mg";0;"oploss. (gran., zakjes)";1;"acetylcysteïne";;;600.0000;"mg";;0.0000;;0.0000;;true;false
"1286251";"00018";"1";"DBBAA";"0004002";"190-612";"Acetylcysteine EG oploss. (gran., zakjes) 30x 200mg";0;"oploss. (gran., zakjes)";1;"acetylcysteïne";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"3276078";"00018";"1";"DBBAA";"0004002";"190-612";"Acetylcysteine EG oploss. (gran., zakjes) 30x 600mg";0;"oploss. (gran., zakjes)";1;"acetylcysteïne";;;600.0000;"mg";;0.0000;;0.0000;;true;false
"3276086";"00018";"1";"DBBAA";"0004002";"190-612";"Acetylcysteine EG oploss. (gran., zakjes) 60x 600mg";0;"oploss. (gran., zakjes)";1;"acetylcysteïne";;;600.0000;"mg";;0.0000;;0.0000;;true;false
"0139592";"00020";"1";"HBBA";"0006452";"47928-4408";"Acetylsalicylzuur Panpharma inj./inf. oploss. (pdr.+solv.) i.m./i.v. [flac.+amp.] 6x 500mg";0;"inj./inf. oploss. (pdr. + solv.) i.m./i.v. [flac. + amp.]";1;"acetylsalicylzuur";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"4232633";"00021";"1";"KDAA";"0010744";"43695-2485";"Aciclovir AB tabl. 25x 200mg";0;"tabl.";1;"aciclovir";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"4232625";"00021";"1";"KDAA";"0010744";"43695-2485";"Aciclovir AB tabl. (deelb.) 35x 800mg";0;"tabl. (deelb. kwantit.)";1;"aciclovir";;;800.0000;"mg";;0.0000;;0.0000;;true;false
"4166914";"00021";"1";"PADA";"0015115";"41889-3251";"Aciclovir Agepha ocul. zalf [zonder bew.] 4,5g 30mg/1g";0;"ocul. zalf [zonder bew.]";1;"aciclovir";;;30.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"1487347";"00021";"1";"KECEBA";"8000937";"240-612";"Aciclovir EG crème 15g 50mg/1g";0;"crème";1;"aciclovir";;;50.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"2155075";"00021";"1";"KECEBA";"8000937";"240-612";"Aciclovir EG crème Labialis 2g 50mg/1g";0;"crème Labialis";1;"aciclovir";;;50.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"1464015";"00021";"1";"KDAA";"0010744";"240-612";"Aciclovir EG tabl. 25x 200mg";0;"tabl.";1;"aciclovir";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"1464049";"00021";"1";"KDAA";"0010744";"240-612";"Aciclovir EG tabl. (deelb.) 35x 800mg";0;"tabl. (deelb. niet kwantit.)";1;"aciclovir";;;800.0000;"mg";;0.0000;;0.0000;;true;false
"1621721";"00021";"1";"KECEBA";"8000937";"46201-828";"Aciclovir GSK crème 10g 50mg/1g";0;"crème";1;"aciclovir";;;50.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"0013714";"00022";"1";"KDAA";"0010744";"46201-828";"Aciclovir GSK inj./inf. oploss. (pdr.) i.v. [flac.] 5x 250mg";0;"inj./inf. oploss. (pdr.) i.v. [flac.]";1;"aciclovir";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"1003607";"00021";"1";"KDAA";"0010744";"46201-828";"Aciclovir GSK susp. 100ml 400mg/5ml";0;"susp.";1;"aciclovir";;;400.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"0889071";"00021";"1";"KDAA";"0010744";"46201-828";"Aciclovir GSK tabl. 25x 200mg";0;"tabl.";1;"aciclovir";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"0458133";"00021";"1";"KDAA";"0010744";"46201-828";"Aciclovir GSK tabl. 35x 800mg";0;"tabl.";1;"aciclovir";;;800.0000;"mg";;0.0000;;0.0000;;true;false
"1563105";"00022";"1";"KDAA";"0010744";"257-844";"Aciclovir Hospira inf. oploss. (conc.) i.v. [flac.] 1x 1g/40ml";0;"inf. oploss. (conc.) i.v. [flac.]";1;"aciclovir";;;1.0000;"g";"/";40.0000;"ml";0.0000;;true;false
"1563113";"00022";"1";"KDAA";"0010744";"257-844";"Aciclovir Hospira inf. oploss. (conc.) i.v. [flac.] 5x 500mg/20ml";0;"inf. oploss. (conc.) i.v. [flac.]";1;"aciclovir";;;500.0000;"mg";"/";20.0000;"ml";0.0000;;true;false
"1679018";"00021";"1";"KDAA";"0010744";"273-1636";"Aciclovir Sandoz tabl. 25x 200mg";0;"tabl.";1;"aciclovir";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"1679000";"00021";"1";"KDAA";"0010744";"273-1636";"Aciclovir Sandoz tabl. 35x 800mg";0;"tabl.";1;"aciclovir";;;800.0000;"mg";;0.0000;;0.0000;;true;false
"2976868";"01314";"1";"CAABC";"0002576";"299-1636";"Acidcare maagsapresist. harde caps. 14x 20mg";0;"maagsapresist. harde caps.";1;"omeprazol";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2976850";"01314";"1";"CAABC";"0002576";"299-1636";"Acidcare maagsapresist. harde caps. 28x 10mg";0;"maagsapresist. harde caps.";1;"omeprazol";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4132213";"01859";"1";"IEBE";"0007336";"323-3269";"Aclasta (Abacus) inf. oploss. i.v. [flac.] 1x 5mg/100ml";0;"inf. oploss. i.v. [flac.]";1;"zoledroninezuur";;;5.0000;"mg";"/";100.0000;"ml";0.0000;;true;false
"2213114";"01859";"1";"IEBE";"0007336";"323-1636";"Aclasta inf. oploss. i.v. [flac.] 1x 5mg/100ml";0;"inf. oploss. i.v. [flac.]";1;"zoledroninezuur";;;5.0000;"mg";"/";100.0000;"ml";0.0000;;true;false
"1497635";"01180";"1";"OFEA";"8903080";"331-2006";"Acneplus 20/50 crème 30g";0;"crème";1;"miconazol nitraat";;;20.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"1497635";"00188";"1";"OFEA";"8903080";"331-2006";"Acneplus 20/50 crème 30g";0;"crème";2;"benzoylperoxide";;;50.0000;"mg";"/";1.0000;"g";0.0000;;true;false
"0685479";"00067";"1";"BACA";"0017459";"380-372";"Actilyse inj./inf. oploss. (pdr.+solv.) i.v. [2x flac.] 1x 20mg";0;"inj./inf. oploss. (pdr. + solv.) i.v. [2x flac.]";1;"alteplase";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"0656835";"00067";"1";"BACA";"0017459";"380-372";"Actilyse inj./inf. oploss. (pdr.+solv.) i.v. [2x flac.] 1x 50mg";0;"inj./inf. oploss. (pdr. + solv.) i.v. [2x flac.]";1;"alteplase";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"1569581";"01990";"1";"ONHA";"0014852";"47035-3228";"Actisorb Silver 220 verband 10x (10,5x10,5cm)";0;"verband";1;"geen actieve ingrediënten";"10,5 x 10,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1569565";"01990";"1";"ONHA";"0014852";"47035-3228";"Actisorb Silver 220 verband 10x (19x10,5cm)";0;"verband";1;"geen actieve ingrediënten";"19 x 10,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1569607";"01990";"1";"ONHA";"0014852";"47035-3228";"Actisorb Silver 220 verband 10x (9,5x6,5cm)";0;"verband";1;"geen actieve ingrediënten";"9,5 x 6,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"1436872";"00640";"1";"FCBAA";"0005702";"398-1354";"Activelle 1/0,5 filmomh. tabl. 3x28";0;"filmomh. tabl.";1;"estradiol";;;1.0000;"mg";;0.0000;;0.0000;;true;false
"1436872";"01289";"1";"FCBAA";"0005702";"398-1354";"Activelle 1/0,5 filmomh. tabl. 3x28";0;"filmomh. tabl.";2;"norethisteron acetaat";;;0.5000;"mg";;0.0000;;0.0000;;true;false
"3163128";"00640";"1";"FCBAA";"0005702";"398-885";"Activelle (Impexeco) 1/0,5 filmomh. tabl. 3x28";0;"filmomh. tabl.";1;"estradiol";;;1.0000;"mg";;0.0000;;0.0000;;true;false
"3163128";"01289";"1";"FCBAA";"0005702";"398-885";"Activelle (Impexeco) 1/0,5 filmomh. tabl. 3x28";0;"filmomh. tabl.";2;"norethisteron acetaat";;;0.5000;"mg";;0.0000;;0.0000;;true;false
"4651337";"00640";"1";"FCBAA";"0005702";"398-3418";"Activelle (Orifarm Belgium) 1/0,5 filmomh. tabl. 3x28";0;"filmomh. tabl.";1;"estradiol";;;1.0000;"mg";;0.0000;;0.0000;;true;false
"4651337";"01289";"1";"FCBAA";"0005702";"398-3418";"Activelle (Orifarm Belgium) 1/0,5 filmomh. tabl. 3x28";0;"filmomh. tabl.";2;"norethisteron acetaat";;;0.5000;"mg";;0.0000;;0.0000;;true;false
"2613024";"01549";"1";"IEBG";"0028357";"414-3160";"Actonel Combi D 12x (1x+6x)";1;"filmomh. tabl.";1;"risedronaat natrium";;;35.0000;"mg";;0.0000;;0.0000;;true;false
"2613024";"00272";"2";"IEBG";"0028357";"414-3160";"Actonel Combi D 12x (1x+6x)";6;"bruisgran. (zakjes)";1;"calcium";;;1000.0000;"mg";;0.0000;;0.0000;;true;false
"2613024";"00435";"2";"IEBG";"0028357";"414-3160";"Actonel Combi D 12x (1x+6x)";6;"bruisgran. (zakjes)";2;"colecalciferol";;;800.0000;"IE";;0.0000;;0.0000;;true;false
"1597863";"01549";"1";"IEBD";"0007310";"406-3160";"Actonel filmomh. tabl. 84x 5mg";0;"filmomh. tabl.";1;"risedronaat natrium";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"1768548";"01549";"1";"IEBD";"0007310";"406-3160";"Actonel filmomh. tabl. Wekelijks 12x 35mg";0;"filmomh. tabl. Wekelijks";1;"risedronaat natrium";;;35.0000;"mg";;0.0000;;0.0000;;true;false
"0664482";"01799";"1";"BACC";"0017483";"430-596";"Actosolv inj./inf. oploss. (pdr.) i.v./i.arter. [flac.] 1x 100000IE";0;"inj./inf. oploss. (pdr.) i.v./i.arter. [flac.]";1;"urokinase";;;100000.0000;"IE";;0.0000;;0.0000;;true;false
"0290189";"01799";"1";"BACC";"0017483";"430-596";"Actosolv inj./inf. oploss. (pdr.) i.v./i.arter. [flac.] 1x 600000IE";0;"inj./inf. oploss. (pdr.) i.v./i.arter. [flac.]";1;"urokinase";;;600000.0000;"IE";;0.0000;;0.0000;;true;false
"4793550";"01408";"1";"EAEA";"0013425";"422-1529";"Actos (PI-Pharma) tabl. 98x 30mg";0;"tabl.";1;"pioglitazon";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"1669373";"01408";"1";"EAEA";"0013425";"422-604";"Actos tabl. 28x 15mg";0;"tabl.";1;"pioglitazon";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"1732874";"01408";"1";"EAEA";"0013425";"422-604";"Actos tabl. 28x 30mg";0;"tabl.";1;"pioglitazon";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"2494276";"01408";"1";"EAEA";"0013425";"422-604";"Actos tabl. 98x 15mg";0;"tabl.";1;"pioglitazon";;;15.0000;"mg";;0.0000;;0.0000;;true;false
"2494268";"01408";"1";"EAEA";"0013425";"422-604";"Actos tabl. 98x 30mg";0;"tabl.";1;"pioglitazon";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"0245399";"00929";"1";"EAABA";"0004218";"448-1354";"Actrapid inj. oploss. i.v./s.c. [flac.] 1x10ml 100IE/1ml";0;"inj. oploss. i.v./s.c. [flac.]";1;"insuline";;;100.0000;"IE";"/";1.0000;"ml";0.0000;;true;false
"1198837";"00988";"1";"PBBA";"0015164";"455-59";"Aculare 0,5 % ocul. druppels oploss. 10ml 5mg/1ml";0;"ocul. druppels oploss.";1;"ketorolac trometamol";;;5.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3440963";"01990";"1";"ONFA";"0014837";"47043-3228";"Adaptic Touch verband 10x (12,7x15cm)";0;"verband";1;"geen actieve ingrediënten";"12,7 x 15 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3440955";"01990";"1";"ONFA";"0014837";"47043-3228";"Adaptic Touch verband 10x (7,6x11cm)";0;"verband";1;"geen actieve ingrediënten";"7,6 x 11 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3440948";"01990";"1";"ONFA";"0014837";"47043-3228";"Adaptic Touch verband 10x (7,6x5cm)";0;"verband";1;"geen actieve ingrediënten";"7,6 x 5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3440971";"01990";"1";"ONFA";"0014837";"47043-3228";"Adaptic Touch verband 5x (20x32cm)";0;"verband";1;"geen actieve ingrediënten";"20 x 32 cm";;0.0000;;;0.0000;;0.0000;;true;false
"4219770";"01880";"1";"MBBA";"8906083";"489-3269";"Adcetris (Abacus) inf. oploss. conc. (pdr.) i.v. [flac.] 1x 50mg";0;"inf. oploss. conc. (pdr.) i.v. [flac.]";1;"brentuximab vedotine";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"3010774";"01880";"1";"MBBA";"8906083";"489-1800";"Adcetris inf. oploss. conc. (pdr.) i.v. [flac.] 1x 50mg";0;"inf. oploss. conc. (pdr.) i.v. [flac.]";1;"brentuximab vedotine";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2714319";"01667";"1";"ANG";"0017780";"497-570";"Adcirca filmomh. tabl. 56x 20mg";0;"filmomh. tabl.";1;"tadalafil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"4637146";"01667";"1";"ANG";"0017780";"497-3418";"Adcirca (Orifarm Belgium) filmomh. tabl. 56x 20mg";0;"filmomh. tabl.";1;"tadalafil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"4868501";"01667";"1";"ANG";"0017780";"497-570";"Adcirca susp. 220ml 2mg/1ml";0;"susp.";1;"tadalafil";;;2.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"4252789";"00127";"1";"NBBIA";"0013656";"8367-877";"Additiva Vitamin C bruistabl. 20x 1g";0;"bruistabl.";1;"ascorbinezuur";;;1.0000;"g";;0.0000;;0.0000;;true;false
"4695607";"01941";"1";"AND";"0020669";"505-3269";"Adempas (Abacus) filmomh. tabl. 42x 2,5mg";0;"filmomh. tabl.";1;"riociguat";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"3144086";"01941";"1";"AND";"0020669";"505-1263";"Adempas filmomh. tabl. 42x 0,5mg";0;"filmomh. tabl.";1;"riociguat";;;0.5000;"mg";;0.0000;;0.0000;;true;false
"3144102";"01941";"1";"AND";"0020669";"505-1263";"Adempas filmomh. tabl. 42x 1,5mg";0;"filmomh. tabl.";1;"riociguat";;;1.5000;"mg";;0.0000;;0.0000;;true;false
"3144094";"01941";"1";"AND";"0020669";"505-1263";"Adempas filmomh. tabl. 42x 1mg";0;"filmomh. tabl.";1;"riociguat";;;1.0000;"mg";;0.0000;;0.0000;;true;false
"3144136";"01941";"1";"AND";"0020669";"505-1263";"Adempas filmomh. tabl. 42x 2,5mg";0;"filmomh. tabl.";1;"riociguat";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"3144110";"01941";"1";"AND";"0020669";"505-1263";"Adempas filmomh. tabl. 42x 2mg";0;"filmomh. tabl.";1;"riociguat";;;2.0000;"mg";;0.0000;;0.0000;;true;false
"4733077";"01941";"1";"AND";"0020669";"505-3418";"Adempas (Orifarm Belgium) filmomh. tabl. 42x 2,5mg";0;"filmomh. tabl.";1;"riociguat";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"1186139";"00032";"1";"AHAAA";"0001115";"513-2097";"Adenocor inj. oploss. i.v. [amp.] 6x 6mg/2ml";0;"inj. oploss. i.v. [amp.]";1;"adenosine";;;6.0000;"mg";"/";2.0000;"ml";0.0000;;true;false
