"mppcv";"Stofcv";"ppid";"hyr_";"hyrcv_";"mpcv_";"mppnm_";"ppq";"ppgal";"InRank";"StofNm_";"Dim";"InX";"InQ";"InU";"Add";"InBasQ";"InBasU";"InQ2";"InU2";"Amb";"Hosp"
"2246577";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal tabl. verl. afgifte Retard 60x 150mg";0;"tabl. verl. afgifte Retard";1;"tramadol hydrochloride";;;150.0000;"mg";;0.0000;;0.0000;;true;false
"2246544";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal tabl. verl. afgifte Retard 60x 200mg";0;"tabl. verl. afgifte Retard";1;"tramadol hydrochloride";;;200.0000;"mg";;0.0000;;0.0000;;true;false
"2437184";"01769";"1";"HCAM";"0006619";"6478-810";"Contramal tabl. verl. afgifte Retard 60x 50mg";0;"tabl. verl. afgifte Retard";1;"tramadol hydrochloride";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"4425120";"01309";"1";"AADF";"0000166";"45211-2485";"Co-Olmesartan AB 20/12,5 filmomh. tabl. 98x";0;"filmomh. tabl.";1;"olmesartan medoxomil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"4425120";"00866";"1";"AADF";"0000166";"45211-2485";"Co-Olmesartan AB 20/12,5 filmomh. tabl. 98x";0;"filmomh. tabl.";2;"hydrochloorthiazide";;;12.5000;"mg";;0.0000;;0.0000;;true;false
"4425112";"01309";"1";"AADF";"0000166";"45211-2485";"Co-Olmesartan AB 20/25 filmomh. tabl. 98x";0;"filmomh. tabl.";1;"olmesartan medoxomil";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"4425112";"00866";"1";"AADF";"0000166";"45211-2485";"Co-Olmesartan AB 20/25 filmomh. tabl. 98x";0;"filmomh. tabl.";2;"hydrochloorthiazide";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"4425088";"01309";"1";"AADF";"0000166";"45211-2485";"Co-Olmesartan AB 40/12,5 filmomh. tabl. 98x";0;"filmomh. tabl.";1;"olmesartan medoxomil";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"4425088";"00866";"1";"AADF";"0000166";"45211-2485";"Co-Olmesartan AB 40/12,5 filmomh. tabl. 98x";0;"filmomh. tabl.";2;"hydrochloorthiazide";;;12.5000;"mg";;0.0000;;0.0000;;true;false
"4425070";"01309";"1";"AADF";"0000166";"45211-2485";"Co-Olmesartan AB 40/25 filmomh. tabl. 98x";0;"filmomh. tabl.";1;"olmesartan medoxomil";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"4425070";"00866";"1";"AADF";"0000166";"45211-2485";"Co-Olmesartan AB 40/25 filmomh. tabl. 98x";0;"filmomh. tabl.";2;"hydrochloorthiazide";;;25.0000;"mg";;0.0000;;0.0000;;true;false
"2480085";"01990";"1";"ONEA";"0014811";"6494-2238";"Copa verband 10x (10x10cm)";0;"verband";1;"geen actieve ingrediënten";"10 x 10 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2480119";"01990";"1";"ONEA";"0014811";"6494-2238";"Copa verband 10x (10x20cm)";0;"verband";1;"geen actieve ingrediënten";"10 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2480093";"01990";"1";"ONEA";"0014811";"6494-2238";"Copa verband 10x (12,5x12,5cm)";0;"verband";1;"geen actieve ingrediënten";"12,5 x 12,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2480101";"01990";"1";"ONEA";"0014811";"6494-2238";"Copa verband 10x (15x15cm)";0;"verband";1;"geen actieve ingrediënten";"15 x 15 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2480127";"01990";"1";"ONEA";"0014811";"6494-2238";"Copa verband 10x (20x20cm)";0;"verband";1;"geen actieve ingrediënten";"20 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2480069";"01990";"1";"ONEA";"0014811";"6494-2238";"Copa verband 10x (7,5x7,5cm)";0;"verband";1;"geen actieve ingrediënten";"7,5 x 7,5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2480077";"01990";"1";"ONEA";"0014811";"6494-2238";"Copa verband 10x (7,5x8,8cm)";0;"verband";1;"geen actieve ingrediënten";"7,5 x 8,8 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2480044";"01990";"1";"ONEA";"0014811";"6494-2238";"Copa verband 25x (5x5cm)";0;"verband";1;"geen actieve ingrediënten";"5 x 5 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2479947";"01990";"1";"ONEA";"0014811";"6494-2238";"Copa verband Plus 10x (10x20cm)";0;"verband Plus";1;"geen actieve ingrediënten";"10 x 20 cm";;0.0000;;;0.0000;;0.0000;;true;false
"2479988";"01990";"1";"ONEA";"0014811";"6494-2238";"Copa verband Plus 10x (7,5x8,8cm)";0;"verband Plus";1;"geen actieve ingrediënten";"7,5 x 8,8 cm";;0.0000;;;0.0000;;0.0000;;true;false
"3263514";"00822";"1";"LCBDEA";"0012211";"6502-1818";"Copaxone inj. oploss. s.c. [voorgev. spuit] 12x 40mg/1ml";0;"inj. oploss. s.c. [voorgev. spuit]";1;"glatirameer acetaat";;;40.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"2173870";"00822";"1";"LCBDEA";"0012211";"6502-1818";"Copaxone inj. oploss. s.c. [voorgev. spuit] 28x 20mg/1ml";0;"inj. oploss. s.c. [voorgev. spuit]";1;"glatirameer acetaat";;;20.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"4414868";"00822";"1";"LCBDEA";"0012211";"6502-1818";"Copaxone inj. oploss. s.c. [voorgev. spuit] 36x 40mg/1ml";0;"inj. oploss. s.c. [voorgev. spuit]";1;"glatirameer acetaat";;;40.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3535515";"02012";"1";"AADD";"0000141";"6528-1818";"Coperindo 10/2,5 filmomh. tabl. 30x";0;"filmomh. tabl.";1;"perindopril tosylaat";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3535515";"00920";"1";"AADD";"0000141";"6528-1818";"Coperindo 10/2,5 filmomh. tabl. 30x";0;"filmomh. tabl.";2;"indapamide";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"3535523";"02012";"1";"AADD";"0000141";"6528-1818";"Coperindo 10/2,5 filmomh. tabl. 90x";0;"filmomh. tabl.";1;"perindopril tosylaat";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3535523";"00920";"1";"AADD";"0000141";"6528-1818";"Coperindo 10/2,5 filmomh. tabl. 90x";0;"filmomh. tabl.";2;"indapamide";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"3353521";"02012";"1";"AADD";"0000141";"6528-1818";"Coperindo 2,5/0,625 filmomh. tabl. (deelb.) 30x";0;"filmomh. tabl. (deelb. niet kwantit.)";1;"perindopril tosylaat";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"3353521";"00920";"1";"AADD";"0000141";"6528-1818";"Coperindo 2,5/0,625 filmomh. tabl. (deelb.) 30x";0;"filmomh. tabl. (deelb. niet kwantit.)";2;"indapamide";;;0.6250;"mg";;0.0000;;0.0000;;true;false
"3353554";"02012";"1";"AADD";"0000141";"6528-1818";"Coperindo 2,5/0,625 filmomh. tabl. (deelb.) 90x";0;"filmomh. tabl. (deelb. niet kwantit.)";1;"perindopril tosylaat";;;2.5000;"mg";;0.0000;;0.0000;;true;false
"3353554";"00920";"1";"AADD";"0000141";"6528-1818";"Coperindo 2,5/0,625 filmomh. tabl. (deelb.) 90x";0;"filmomh. tabl. (deelb. niet kwantit.)";2;"indapamide";;;0.6250;"mg";;0.0000;;0.0000;;true;false
"3353570";"02012";"1";"AADD";"0000141";"6528-1818";"Coperindo 5/1,25 filmomh. tabl. (deelb.) 30x";0;"filmomh. tabl. (deelb. kwantit.)";1;"perindopril tosylaat";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3353570";"00920";"1";"AADD";"0000141";"6528-1818";"Coperindo 5/1,25 filmomh. tabl. (deelb.) 30x";0;"filmomh. tabl. (deelb. kwantit.)";2;"indapamide";;;1.2500;"mg";;0.0000;;0.0000;;true;false
"3353588";"02012";"1";"AADD";"0000141";"6528-1818";"Coperindo 5/1,25 filmomh. tabl. (deelb.) 90x";0;"filmomh. tabl. (deelb. kwantit.)";1;"perindopril tosylaat";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3353588";"00920";"1";"AADD";"0000141";"6528-1818";"Coperindo 5/1,25 filmomh. tabl. (deelb.) 90x";0;"filmomh. tabl. (deelb. kwantit.)";2;"indapamide";;;1.2500;"mg";;0.0000;;0.0000;;true;false
"2318525";"01519";"1";"AADD";"0000141";"6148-1636";"Co-Ramipril Sandoz 5/25 tabl. (deelb.) 100x";0;"tabl. (deelb. niet kwantit.)";1;"ramipril";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"2318525";"00866";"1";"AADD";"0000141";"6148-1636";"Co-Ramipril Sandoz 5/25 tabl. (deelb.) 100x";0;"tabl. (deelb. niet kwantit.)";2;"hydrochloorthiazide";;;25.0000;"mg";;0.0000;;0.0000;;true;false
