"MPcv";"Hyrcv";"Hyr_";"MPnm";"IRCV";"BT";"note";"pos";"WadaN";"WadaF";"rank";"nmcv";"Orphan";"SpecRules";"Narcotic";"Amb";"Hosp"
"48397-1289";"8905135";"AIAA";"Giapreza";"01289";true;;;;;0;0;false;false;false;true;false
"48405-1289";"8900789";"MCDA";"Pomalidomide Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"48413-612";"0018879";"LDAAA";"Bilastine Eurogenerics";"00612";false;;;;;0;0;false;false;false;true;false
"48421-612";"0009548";"KAAADA";"AmoclaneEurogenerics";"00612";false;;;;;0;0;false;false;false;true;false
"48439-612";"0016733";"LCBBEA";"Uzpruvo";"00612";true;;;;;0;0;false;false;false;true;false
"48447-1024";"0013243";"MDA";"Trabectedin Ever Pharma";"01024";false;;;;;0;0;false;false;false;true;false
"8094-1529";"0002857";"CDAB";"Domperidone EG";"01529";false;;;;;0;0;false;false;false;true;false
"19471-885";"0006866";"IAABB";"Nurofen";"00885";false;;;;;0;0;false;false;false;true;false
"22681-3418";"0000976";"AGAH";"Ramipril EG";"03418";false;;;;;0;0;false;false;false;true;false
"48454-4473";"0016485";"TBA";"Orladeyo";"04473";false;;;;;0;0;false;false;false;true;false
"25833-1529";"0006213";"GBAC";"Tamsulosine Sandoz";"01529";false;;;;;0;0;false;false;false;true;false
"48462-1289";"8905176";"HDB";"Rizmoic";"01289";false;;;;;0;0;false;false;false;true;false
"48470-612";"0020677";"LCBDHA";"Teriflunomide EG";"00612";false;;;;;0;0;false;false;false;true;false
"48496-612";"0000950";"AGAF";"Perindopril EG";"00612";false;;;;;0;0;false;false;false;true;false
"48504-2485";"8906802";"GBCB";"Solifenacine / Tamsulosine AB";"02485";false;;;;;0;0;false;false;false;true;false
"48488-612";"0018606";"LCBDGA";"Fingolimod EG";"00612";false;;;;;0;0;false;false;false;true;false
"24588-1347";"0012047";"LCACA";"Simulect";"01347";false;;;;;0;0;false;false;false;true;false
"48553-323";"8905184";"FABC";"Intigyne";"00323";false;;;;;0;0;false;false;false;true;false
"48546-1982";"0018671";"TCA";"Mama Natura Coli";"01982";false;;;;;0;0;false;false;false;true;false
"48579-208";"0028464";"LCBCAA";"Besremi";"00208";false;;;;;0;0;false;false;false;true;false
"38588-3418";"0001701";"ALDA";"Ezetimibe EG";"03418";false;;;;;0;0;false;false;false;true;false
"5496-3418";"0008169";"JCAAA";"Citalopram EG";"03418";false;;;;;0;0;false;false;false;true;false
"27581-3418";"0020628";"AADH";"Triplixam";"03418";false;;;"D";"D";0;0;false;false;false;true;false
"48603-1537";"8905259";"GAAI";"Obgemsa";"01537";true;;;;;0;0;false;false;false;true;false
"47282-1024";"8904112";"CFFA";"Dropizole";"01024";false;;;;;0;0;false;false;true;true;false
"48595-1982";"0018671";"TCA";"Mama Natura Dento";"01982";false;;;;;0;0;false;false;false;true;false
"48611-1289";"0017368";"BABABB";"Dabigatran Etexilate Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"48629-1321";"0009118";"RAGA";"Agilus";"01321";false;;;;;0;0;false;false;false;true;false
"48637-612";"8906745";"ALIA";"Ezetimibe / Atorvastatine EG";"00612";false;;;;;0;0;false;false;false;true;false
"48645-612";"8901001";"MBCBA";"Bosutinib EG";"00612";false;;;;;0;0;false;false;false;true;false
"39974-4150";"0007054";"IABAA";"Voltaren Patch";"04150";false;;;;;0;0;false;false;false;true;false
"48660-984";"0014530";"OFFA";"Isotiorga";"00984";false;;;;;0;0;false;false;false;true;false
"48678-1446";"8905218";"LCBGFA";"Velsipity";"01446";true;;;;;0;0;false;false;false;true;false
"48652-505";"8903080";"OFEA";"Aknadue";"00505";false;;;;;0;0;false;false;false;true;false
"48686-4515";"0002741";"CCAA";"Ursosan";"04515";false;;;;;0;0;false;false;false;true;false
"48694-1743";"0003657";"DABBC";"Tiotraxa";"01743";false;;;;;0;0;false;false;false;true;false
"39149-3269";"8902215";"MCAB";"Bavencio";"03269";false;;;;;0;0;false;false;false;true;false
"29215-3269";"0017293";"ANA";"Volibris";"03269";false;;;;;0;0;false;false;false;true;false
"40204-3269";"0025817";"LCBAA";"Hulio";"03269";false;;;;;0;0;false;false;false;true;false
"41293-3269";"0017533";"BCCD";"Pelmeg";"03269";false;;;;;0;0;false;false;false;true;false
"42317-3269";"8901118";"LCBEAAF";"Rinvoq";"03269";false;;;;;0;0;false;false;false;true;false
"43216-3269";"8902215";"MCAB";"Libtayo";"03269";true;;;;;0;0;false;false;false;true;false
"15420-1529";"0000943";"AGAE";"Lisinopril EG";"01529";false;;;;;0;0;false;false;false;true;false
"20073-3269";"0020529";"ANC";"Opsumit";"03269";false;;;;;0;0;false;false;false;true;false
"5272-3418";"0025825";"LCBAB";"Cimzia";"03418";false;;;;;0;0;false;false;false;true;false
"29470-3269";"0017392";"BABABD";"Xarelto";"03269";false;;;;;0;0;false;false;false;true;false
"38661-3269";"8905697";"MCCA";"Blincyto";"03269";true;;;;;0;0;false;false;false;true;false
"19901-3418";"0006213";"GBAC";"Omic";"03418";false;;;;;0;0;false;false;false;true;false
"10090-3418";"0005702";"FCBAA";"Femoston";"03418";false;;;;;0;0;false;false;false;true;false
"41939-3269";"0002246";"BBAB";"Hemlibra";"03269";false;;;;;0;0;false;false;false;true;false
"40162-3269";"0002246";"BBAB";"Adynovi";"03269";true;;;;;0;0;false;false;false;true;false
"1438-3418";"0000729";"AFAA";"Amlodipine EG";"03418";false;;;;;0;0;false;false;false;true;false
"3608-265";"0013847";"OAAI";"Braunoderm";"00265";false;;;;;0;0;false;false;false;true;false
"40220-3269";"0011049";"KDCADA";"Efavirenz / Emtricitabine / Tenofovir disoproxil Krka";"03269";false;;;;;0;0;false;false;false;true;false
"37440-1628";"8900565";"MBCAA";"Alecensa";"01628";false;;;;;0;0;false;false;false;true;false
"48736-4564";"0016485";"TBA";"Livmarli";"04564";true;;;;;0;0;true;false;false;true;false
"48744-1347";"8905275";"LCBFCA";"Fabhalta";"01347";true;;;;;0;0;true;false;false;true;false
"48728-2097";"0017186";"LAAHA";"Verorab";"02097";false;;;;;0;0;false;false;false;true;false
"2451-3418";"0001552";"ALAA";"Atorvastatine Teva";"03418";false;;;;;0;0;false;false;false;true;false
"24935-1529";"0006023";"FHA";"Sostilar";"01529";false;;;;;0;0;false;false;false;true;false
"23069-3418";"0016469";"TACCA";"Renvela";"03418";false;;;;;0;0;false;false;false;true;false
"22954-935";"0025858";"LCBAE";"Remicade";"00935";false;;;;;0;0;false;false;false;true;false
"48751-1909";"0012195";"LCBFAA";"Zilbrysq";"01909";true;;;;;0;0;false;false;false;true;false
"11049-570";"0007401";"IEDA";"Forsteo";"00570";false;;;;;0;0;false;false;false;true;false
"48769-570";"8905366";"EAHA";"Mounjaro";"00570";true;;;;;0;0;false;false;false;true;false
"48777-2303";"0020628";"AADH";"Perindopril / Indapamide / Amlodipine Krka";"02303";false;;;"D";"D";0;0;false;false;false;true;false
"24869-596";"0017715";"EFDD";"Somatostatine-Eumedica";"00596";false;;;;;0;0;false;false;false;true;false
"39883-1529";"0011049";"KDCADA";"Emtricitabine / Tenofovir disoproxil Krka";"01529";false;;;;;0;0;false;false;false;true;false
"7567-1529";"0007567";"JAAH";"Diazepam EG";"01529";false;;;;;0;0;false;false;false;true;false
"48801-3517";"0017335";"AOBA";"Ibuprofen Gen.Orph";"03517";false;;;;;0;0;false;false;false;true;false
"48819-935";"8905697";"MCCA";"Talvey";"00935";true;;;;;0;0;true;false;false;true;false
"48868-570";"8902140";"MBCDA";"Jaypirca";"00570";true;;;;;0;0;false;false;false;true;false
"48884-4465";"0017608";"EAFD";"Sitagliptin Grindeks";"04465";false;;;;;0;0;false;false;false;true;false
"48876-4465";"0025445";"EAJC";"Sitagliptin / Metformin Grindeks";"04465";false;;;;;0;0;false;false;false;true;false
"19125-1354";"0005074";"EFCA";"Norditropin";"01354";false;;;"H";"H";0;0;false;false;false;true;false
"48900-612";"0016485";"TBA";"Kinpeygo";"00612";false;;;"C";"C";0;0;true;false;false;true;false
"41921-455";"0016485";"TBA";"Procysbi";"00455";false;;;;;0;0;false;false;false;true;false
"48892-2428";"8905465";"MFB";"Voraxaze";"02428";false;;;;;0;0;true;false;false;true;false
"30643-950";"0002659";"CACA";"Tryplera";"00950";false;;;;;0;0;false;false;false;true;false
"33423-3103";"0006130";"GAAH";"Urolina";"03103";false;;;;;0;0;false;false;false;true;false
"48934-4465";"0019133";"RACA";"Atracurium Kalceks";"04465";false;;;;;0;0;false;false;false;true;false
"48942-4465";"0005777";"FDAA";"Oxytocin Grindeks";"04465";false;;;;;0;0;false;false;false;true;false
"48959-1636";"0017368";"BABABB";"Dabigatran Etexilate Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"24794-3418";"0007880";"JBCA";"Solian";"03418";false;;;;;0;0;false;false;false;true;false
"32268-3418";"0007922";"JBDA";"Aripiprazole EG";"03418";false;;;;;0;0;false;false;false;true;false
"8862-2469";"0004853";"EDEB";"Elisaexeltis";"02469";false;;;;;0;0;false;false;false;true;false
"48983-398";"0016303";"SBA";"Vueway";"00398";true;;;;;0;0;false;false;false;true;false
"48991-4465";"0008359";"JDBC";"Oxybate Kalceks";"04465";false;;;;;0;0;false;false;true;true;false
"6437-1529";"0008334";"JDAD";"Concerta";"01529";false;;;"S";"S";0;0;false;true;false;true;false
"28712-1529";"8906802";"GBCB";"Vesomni";"01529";false;;;;;0;0;false;false;false;true;false
"12906-1529";"0005520";"FBBDA";"Implanon";"01529";false;;;;;0;0;false;false;false;true;false
"6387-1529";"0006270";"GBCA";"Combodart";"01529";false;;;;;0;0;false;false;false;true;false
"49023-2360";"0018671";"TCA";"Hepar Compositum";"02360";false;;;;;0;0;false;false;false;true;false
"2808-745";"0009100";"JHD";"Azzalure";"00745";false;;;;;0;0;false;false;false;true;false
"49031-612";"0019737";"MAECA";"Eribulin EG";"00612";false;;;;;0;0;false;false;false;true;false
"49049-4606";"8906067";"MCBBBA";"Methoxsalen Macopharma";"04606";false;;;;;0;0;false;false;false;true;false
"46862-2501";"8905499";"LCBGJA";"Lupkynis";"02501";true;;;;;0;0;false;false;false;true;false
"49064-4465";"0016147";"RBC";"Lidocaine Grindeks";"04465";false;;;;;0;0;false;false;false;true;false
"49080-281";"0019737";"MAECA";"Eribuline Baxter";"00281";false;;;;;0;0;false;false;false;true;false
"2006-3418";"0017129";"MECA";"Arimidex";"03418";false;;;"AO";"AO";0;0;false;false;false;true;false
"49098-4465";"8905424";"NBBGB";"Folinic Acid Kalceks";"04465";false;;;;;0;0;false;false;false;true;false
"11155-802";"8901100";"FEBI";"Fostimon";"00802";false;;;;;0;0;false;false;false;true;false
"25882-4614";"0013318";"NAAAD";"Tardyferon";"04614";false;;;;;0;0;false;false;false;true;false
"49122-1792";"0002246";"BBAB";"Altuvoct";"01792";true;;;;;0;0;true;false;false;true;false
"49155-3756";"0028571";"LCBDBA";"Briumvi";"03756";true;;;;;0;0;false;false;false;true;false
"22368-3418";"0019380";"KCBAAA";"Atovaquone / Proguanil EG";"03418";false;;;;;0;0;false;false;false;true;false
"49163-3269";"8905531";"EBAB";"Wegovy";"03269";true;;;;;0;0;false;false;false;true;false
"49197-745";"0009100";"JHD";"Relfydess";"00745";true;;;;;0;0;false;false;false;true;false
"40394-1370";"0011874";"LBAA";"Panzyga";"01370";false;;;;;0;0;false;false;false;true;false
"49213-661";"0026120";"FEBG";"Menotrophin Ferring";"00661";false;;;"Hman";"Hman";0;0;false;false;false;true;false
"49270-1537";"0013318";"NAAAD";"Tardysol";"01537";false;;;;;0;0;false;false;false;true;false
"31286-2337";"0021014";"RBE";"Lignospan";"02337";false;;;;;0;0;false;false;false;true;false
"31294-2345";"0021014";"RBE";"Mepivastesin";"02345";false;;;;;0;0;false;false;false;true;false
"31310-2337";"0021014";"RBE";"Scandonest";"02337";false;;;;;0;0;false;false;false;true;false
"49254-2113";"0021014";"RBE";"Loncarti";"02113";false;;;;;0;0;false;false;false;true;false
"49262-935";"8905614";"ANI";"Yuvanci";"00935";false;;;;;0;0;false;false;false;true;false
"32870-3418";"0025395";"EBAA";"Saxenda";"03418";false;;;;;0;0;false;false;false;true;false
"49296-612";"0017368";"BABABB";"Dabigatran Etexilate EG";"00612";false;;;;;0;0;false;false;false;true;false
"49304-3590";"8905606";"LAASA";"Ixchiq";"03590";true;;;;;0;0;false;false;false;true;false
"49312-4036";"8902215";"MCAB";"Tevimbra";"04036";true;;;;;0;0;false;false;false;true;false
"49320-2352";"0018671";"TCA";"Cocculine";"02352";false;;;;;0;0;false;false;false;true;false
"49338-2352";"0018671";"TCA";"Drosetux";"02352";false;;;;;0;0;false;false;false;true;false
"5074-1180";"0017640";"EDGA";"Cetrotide";"01180";false;;;;;0;0;false;false;false;true;false
"49346-1446";"8905622";"LCBEAAD";"Litfulo";"01446";true;;;;;0;0;false;false;false;true;false
"49353-4572";"0019737";"MAECA";"Eribulin Advanz Pharma";"04572";false;;;;;0;0;false;false;false;true;false
"46383-3418";"8906737";"ALIB";"Cholecomb";"03418";false;;;;;0;0;false;false;false;true;false
"33977-75";"0026252";"CECCB";"Eziclen";"00075";false;;;;;0;0;false;false;false;true;false
"49411-984";"8905895";"OMF";"Fynzur";"00984";false;;;;;0;0;false;false;false;true;false
"49445-2485";"0011049";"KDCADA";"Emtricitabin / Tenofovir disoproxil AB";"02485";false;;;;;0;0;false;false;false;true;false
"40402-3418";"0011049";"KDCADA";"Emtricitabine / Tenofovir disoproxil Mylan";"03418";false;;;;;0;0;false;false;false;true;false
"49460-257";"8900706";"MBCLA";"Truqap";"00257";true;;;;;0;0;false;false;false;true;false
"43950-3269";"8901951";"KDCDA";"Vocabria";"03269";true;;;;;0;0;false;false;false;true;false
"49478-4465";"0007898";"JBCB";"Sulpiride Grindeks";"04465";false;;;;;0;0;false;false;false;true;false
"49486-612";"0018820";"BAABBB";"Ticagrelor EG";"00612";false;;;;;0;0;false;false;false;true;false
"40436-1529";"0028993";"JCEA";"Brintellix";"01529";false;;;;;0;0;false;false;false;true;false
"26435-1529";"0010538";"KBDA";"Terbinafine Sandoz";"01529";false;;;;;0;0;false;false;false;true;false
"32524-1529";"0025288";"JFEB";"Xadago";"01529";false;;;;;0;0;false;false;false;true;false
"49502-4465";"8900789";"MCDA";"Pomalidomide Grindeks";"04465";false;;;;;0;0;false;false;false;true;false
"14738-3103";"0003251";"CEGA";"Laxavit";"03103";false;;;;;0;0;false;false;false;true;false
"49528-4705";"0017483";"BACC";"Urokinase Syner-Medica";"04705";false;;;;;0;0;false;false;false;true;false
"10843-1743";"0008185";"JCAAC";"Fluoxone";"01743";false;;;;;0;0;false;false;false;true;false
"31807-3418";"0013201";"MBAA";"Gazyvaro";"03418";false;;;;;0;0;true;false;false;true;false
"505-3418";"0020669";"AND";"Adempas";"03418";false;;;;;0;0;false;false;false;true;false
"23168-3418";"0013466";"CEEA";"Resolor";"03418";false;;;;;0;0;false;false;false;true;false
"46086-3418";"0025817";"LCBAA";"Hukyndra";"03418";true;;;;;0;0;false;false;false;true;false
"49577-2485";"0012369";"LDAAB";"Cetirizin Aurobindo";"02485";false;;;;;0;0;false;false;false;true;false
"40386-1529";"0028837";"TACAA";"Veltassa";"01529";false;;;;;0;0;false;false;false;true;false
"17335-125";"0015552";"PHA";"Miostat";"00125";false;;;;;0;0;false;false;false;true;false
"49619-1347";"8900664";"MBCHA";"Spexotras";"01347";false;;;;;0;0;true;false;false;true;false
"49627-1347";"8900607";"MBCCA";"Finlee";"01347";false;;;;;0;0;true;false;false;true;false
"6411-3418";"0008615";"JFDA";"Comtan";"03418";false;;;;;0;0;false;false;false;true;false
"15420-3418";"0000943";"AGAE";"Lisinopril EG";"03418";false;;;;;0;0;false;false;false;true;false
"13078-1289";"0021246";"LAAEAA";"Influvac 2025-2026";"01289";false;;;;;0;0;false;false;false;true;false
"49668-828";"0021246";"LAAEAA";"Alpharix 2025-2026";"00828";false;;;;;0;0;false;false;false;true;false
"49650-1958";"8906547";"LAAEAB";"Fluad 2025-2026";"01958";false;;;;;0;0;false;false;false;true;false
"49676-2097";"8903023";"LAAEAC";"Efluelda 2025-2026";"02097";false;;;;;0;0;false;false;false;true;false
"49684-711";"0016733";"LCBBEA";"Otulfi";"00711";true;;;;;0;0;false;false;false;true;false
"49700-257";"0016485";"TBA";"Wainzua";"00257";true;;;;;0;0;false;false;false;true;false
"3822-1529";"0006866";"IAABB";"Brufen";"01529";false;;;;;0;0;false;false;false;true;false
"1982-3418";"0006999";"IAADB";"Arcoxia";"03418";false;;;;;0;0;false;false;false;true;false
"49718-1289";"0021394";"LCBDDA";"Dimethylfumaraat Mylan";"01289";false;;;;;0;0;false;false;false;true;false
"49726-2352";"0018671";"TCA";"Laryngotabs";"02352";false;;;;;0;0;false;false;false;true;false
"49759-935";"8900706";"MBCLA";"Balversa";"00935";true;;;;;0;0;false;false;false;true;false
"49734-1818";"0020628";"AADH";"Perindopril / Indapamide / Amlodipine Teva";"01818";false;;;"D";"D";0;0;false;false;false;true;false
"49767-2634";"0016485";"TBA";"Opfolda";"02634";false;;;;;0;0;false;false;false;true;false
"49775-2634";"0016485";"TBA";"Pombiliti";"02634";true;;;;;0;0;false;false;false;true;false
"49742-1446";"8906240";"BBAA";"Hympavzi";"01446";true;;;;;0;0;false;false;false;true;false
"11361-3418";"0020545";"JGAEA";"Fycompa";"03418";false;;;;;0;0;false;false;false;true;false
"42788-3269";"8901308";"TACAD";"Lokelma";"03269";false;;;;;0;0;false;false;false;true;false
"43331-3418";"0010504";"KBCE";"Posaconazole Accord";"03418";false;;;;;0;0;false;false;false;true;false
"49783-3053";"8906349";"OLC";"Opzelura";"03053";false;;;;;0;0;false;false;false;true;false
"46086-3269";"0025817";"LCBAA";"Hukyndra";"03269";true;;;;;0;0;false;false;false;true;false
"30866-3269";"0025858";"LCBAE";"Remsima";"03269";false;;;;;0;0;false;false;false;true;false
"49791-1909";"8906356";"LCBGGA";"Rystiggo";"01909";true;;;;;0;0;true;false;false;true;false
"46169-3269";"8903197";"JGBHA";"Ontozry";"03269";true;;;;;0;0;false;false;false;true;false
"1867-3269";"0004192";"EAAAA";"Apidra";"03269";false;;;"H";"H";0;0;false;false;false;true;false
"2634-3269";"0006247";"GBBA";"Avodart";"03269";false;;;;;0;0;false;false;false;true;false
"49817-1446";"8902512";"LAAPA";"Comirnaty LP.8.1";"01446";true;;;;;0;0;false;false;false;true;false
"44065-3269";"0025817";"LCBAA";"Yuflyma";"03269";false;;;;;0;0;false;false;false;true;false
"40386-3269";"0028837";"TACAA";"Veltassa";"03269";false;;;;;0;0;false;false;false;true;false
"33738-3418";"0025627";"AMA";"Lipertance";"03418";false;;;;;0;0;false;false;false;true;false
"49825-943";"0015891";"QCBBD";"Nasasinuspray Tegen neusverstopping";"00943";false;;;;;0;0;false;false;false;true;false
"49833-794";"8906273";"KDCFA";"Sunlenca";"00794";true;;;;;0;0;false;false;false;true;false
"49841-612";"0013185";"MAEBC";"Bugvi";"00612";false;;;;;0;0;false;false;false;true;false
"15297-1529";"0007492";"JAAB";"Lexotan";"01529";false;;;;;0;0;false;false;false;true;false
"42788-1529";"8901308";"TACAD";"Lokelma";"01529";false;;;;;0;0;false;false;false;true;false
"17343-3418";"0008573";"JFCC";"Mirapexin";"03418";false;;;;;0;0;false;false;false;true;false
"20818-1529";"0002584";"CAABD";"Pantoprazole Teva";"01529";false;;;;;0;0;false;false;false;true;false
"22574-1529";"0007963";"JBDG";"Quetiapine Teva";"01529";false;;;;;0;0;false;false;false;true;false
"23168-1529";"0013466";"CEEA";"Resolor";"01529";false;;;;;0;0;false;false;false;true;false
"37960-1529";"0019448";"GCAC";"Tadalafil EG";"01529";false;;;;;0;0;false;false;false;true;false
"38588-1529";"0001701";"ALDA";"Ezetimibe EG";"01529";false;;;;;0;0;false;false;false;true;false
"11064-1529";"0000174";"AADG";"Forzaten";"01529";false;;;;;0;0;false;false;false;true;false
"43992-1529";"0028571";"LCBDBA";"Kesimpta";"01529";false;;;;;0;0;false;false;false;true;false
"38034-1529";"0019448";"GCAC";"Tadalafil Teva";"01529";false;;;;;0;0;false;false;false;true;false
"43406-3418";"8904526";"BCACA";"Reblozyl";"03418";false;;;"H";"H";0;0;true;false;false;true;false
"32870-1529";"0025395";"EBAA";"Saxenda";"01529";false;;;;;0;0;false;false;false;true;false
"46771-1529";"8903965";"QCBCCB";"Ryaltris";"01529";false;;;"c";"c";0;0;false;false;false;true;false
"25841-3418";"0006213";"GBAC";"Tamsulosine Teva";"03418";false;;;;;0;0;false;false;false;true;false
