"HyrCV";"HYR";"MPGRP";"TI";"INTRO";"POS"
"8903148";"KCAA";true;"Ivermectine oraal";;"- - Scabies en strongyloïdiasis: eenmalig 200 µg per kg. Dit komt overeen met: 
    - lichaamsgewicht 15-24 kg: 3 mg 
    - lichaamsgewicht 25-35 kg: 6 mg; 
    - lichaamsgewicht 36-50 kg: 9 mg 
    - lichaamsgewicht 51-65 kg: 12 mg 
    - lichaamsgewicht 66-79 kg: 15 mg 
    - lichaamsgewicht ≥ 80 kg: 18 mg  
     
Minstens 2 uur voor of 2 uur na de inname van voedsel (SKP). Bij scabies de behandeling herhalen op dag 8 (zie _rubriek “Bijzondere voorzorgen”_).      
  - _N.v.d.r. De vermelde dosering is gebaseerd op de huidige versie van de WOREL richtlijn; de laatste versie van de BAPCOC-gids meldt nog “1 applicatie gedurende 8 uur eventueel te herhalen na 1 à 2 weken” . De BAPCOC gids zal binnenkort worden aangepast in overeenstemming met de WOREL richtlijn._ 
   "
"0010561";"KCAB";true;"Mebendazol";;"- _Enterobius vermicularis_ (oxyuriasis): volw. en kind vanaf 2 jaar: 100 mg in 1 dosis en na 14 dagen opnieuw 100 mg. De volledige behandeling zo nodig na 14 dagen herhalen     
- _Ascaris lumbricoides_, _Ankylostoma duodenale_, _Necator americanus_ en _Trichuris trichiura_: volw. en kinderen: 100 mg 2 keer per dag gedurende drie opeenvolgende dagen. Als er na 3 weken nog tekenen van infestatie zijn de behandeling herhalen   "
"0010579";"KCAC";true;"Niclosamide";;"_Taenia saginata_, _Taenia solium_ en sommige andere lintwormen:      
Onmidellijk na het ontbijt:     
- volw. en kind &gt; 6 jaar: 2 g éénmalig     
- kind 2 tot 6 jaar: 1 g éénmalig     
- kind &lt; 2 jaar: 500 mg éénmalig   "
"0010876";"KDCA";false;"Reverse-transcriptaseremmers";"Het gaat om de nucleotide reverse-transcriptaseremmers, de nucleoside reverse-transcriptaseremmers en de non-nucleoside reverse-transcriptaseremmers.
 ";
"0010884";"KDCAB";false;"Nucleoside reverse-transcriptaseremmers";"Het gaat om abacavir (ABC), didanosine (DDI), emtricitabine (FTC), entecavir, lamivudine (3TC), stavudine (D4T) en zidovudine (AZT). Er zijn geen specialiteiten meer op basis van didanosine en van stavudine.
 

**_Plaatsbepaling_**

  
  - [Zie 11.4.3. Middelen tegen retrovirussen (HIV)](http://www.bcfi.be/nl/contents/10868) 
  - Deze middelen worden altijd in associatie gebruikt. 
  - Lamivudine wordt, behalve bij HIV-infecties, ook (onder een andere specialiteitsnaam) gebruikt bij patiënten met actieve chronische hepatitis B ([zie 11.4.4. Middelen bij chronische hepatitis B ](http://www.bcfi.be/nl/contents/11213)). 
  - Entecavir wordt enkel gebruikt bij actieve chronische hepatitis B ([zie 11.4.4. Middelen bij chronische hepatitis B ](http://www.bcfi.be/nl/contents/11213)) 
 

**_Contra-indicaties_**

  
  - Abacavir: HLA B5701-dragers. 
  - Zidovudine: neutropenie, anemie; pasgeborenen met ernstige hyperbilirubinemie of gestegen transaminasen (SKP). 
 

**_Zwangerschap en borstvoeding_**

  
  - [Zie 11.4.3. Middelen tegen retrovirussen (HIV)](http://www.bcfi.be/nl/contents/10868) 
 

**_Ongewenste effecten_**

  
  - Gastro-intestinale stoornissen. 
  - Asthenie, hoofdpijn, koorts, spierpijn. 
  - Metabole stoornissen (hyperlipidemie, hyperuricemie). 
  - Hepatotoxiciteit, pancreatitis. 
  - Hematologische stoornissen (anemie, leukopenie, trombocytopenie). 
  - Rash. 
  - Abacavir: ook ernstige overgevoeligheidsreacties zoals DRESS-syndroom (vooral bij dragers van het HLA-B*5701-allel, [zie Folia februari 2009](http://www.bcfi.be/nl/articles/query?number=F36N02G)) ). In de SKP wordt aangeraden om alle patiënten te screenen op aanwezigheid van het HLA-B*5701- allel alvorens een behandeling te starten (situatie op 01/10/22). 
  - Zidovudine: ook melkzuuracidose, lipodystrofie. 
 

**_Interacties_**

  
  - Zie www.hiv-druginteractions.org 
  - Emtricitabine is een substraat van P-gp ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#pgp)). 
 ";
"0010892";"KDCABA";true;"Abacavir";;
"0010918";"KDCABB";true;"Emtricitabine";;
"0010934";"KDCABC";true;"Lamivudine";;
"0010959";"KDCABD";true;"Zidovudine";;
"0020198";"KDCABE";true;"Combinatiepreparaten van verschillende nucleoside reverse-transcriptaseremmers";;
"0010991";"KDCAC";false;"Non-nucleoside reverse-transcriptaseremmers";"Het gaat om doravirine, efavirenz, etravirine, nevirapine en rilpivirine.
 
Rilpivirine is ook beschikbaar in een preparaat voor intramusculaire toediening om de twee maanden, na een proefperiode van dagelijkse orale toediening gedurende 1 maand (testen van de tolerantie). In dit toedieningsschema om de 2 maanden wordt rilpivirine samen met cabotegravir ([zie 11.4.3.4. Integrase-inhibitoren](http://www.bcfi.be/nl/contents/11197)) toegediend.
 
Efavirenz is niet meer beschikbaar sinds juli 2024.
 

**_Plaatsbepaling_**

  
  - [Zie 11.4.3. Middelen tegen retrovirussen (HIV)](http://www.bcfi.be/nl/contents/10868) 
  - Deze middelen worden steeds in associatie gebruikt. 
 

**_Contra-indicaties_**

  
  - Efavirenz, nevirapine en de combinaties die deze middelen bevatten: ernstige leverinsufficiëntie (SKP). 
  - Rilpivirine: risicofactoren voor QT-verlenging ([zie Inl.6.2.2. QT-verlenging en torsades de pointes](http://www.bcfi.be/nl/contents/9990169)). 
 

**_Ongewenste effecten_**

  
  - Centrale effecten: bv. hoofdpijn, duizeligheid, sufheid, slapeloosheid, nachtmerries en psychotische reacties (vooral met efavirenz). 
  - Rash die soms ernstig is (syndroom van Stevens-Johnson, syndroom van Lyell). 
  - Gastro-intestinale stoornissen. 
  - Hematologische stoornissen. 
  - Hepatitis, pancreatitis. 
  - Stoornissen in het lipiden- en koolhydratenmetabolisme. 
  - Rilpivirine: QT-verlenging met risico van torsades de pointes is niet uit te sluiten (voor de risicofactoren voor torsades de pointes in het algemeen, [zie Inl.6.2.2. QT-verlenging en torsades de pointes](http://www.bcfi.be/nl/contents/9990169)). 
 

**_Zwangerschap en borstvoeding_**

  
  - [Zie 11.4.3. Middelen tegen retrovirussen (HIV)](http://www.bcfi.be/nl/contents/10868) 
 

**_Interacties_**

  
  - **Met de non-nucleoside reverse-transcriptaseremmers zijn belangrijke interacties beschreven: raadplegen van gedetailleerde bronnen is noodzakelijk**, zie bv. www.hiv-druginteractions.org en [Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp) _en_ [% in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#pgp) 
  - Toename of daling van het effect van vitamine K-antagonisten. 
  - Rilpivirine: verhoogd risico van torsades de pointes bij associëren met andere middelen die het risico van QT-verlenging verhogen ([zie Inl.6.2.2. QT-verlenging en torsades de pointes](http://www.bcfi.be/nl/contents/9990169)). 
  - Rilpivirine: daling van de plasmaconcentratie bij gelijktijdig gebruik met protonpompinhibitoren (door stijging van de maagpH).  
  - Doravirine en rilpivirine zijn substraten van CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). 
  - Efavirenz is een substraat van CYP2B6, en een inductor van CYP2B6, CYP2C19 en CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). 
  - Etravirine is een substraat en inhibitor van CYP2C19, en een inductor van CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). 
  - Nevirapine is een substraat van CYP2B6 en CYP3A4, en inductor van CYP3A4 ([zie % in Inl.6.3. Interacties van geneesmiddelen](http://www.bcfi.be/nl/contents/9990243#cyp)). 
  - Efavirenz, etravirine en nevirapine: Een belangrijke interactie ten gevolge van hun inductie van CYP3A4 is het minder betrouwbaar worden van hormonale anticonceptiva (oraal, transdermaal, vaginaal, implantaat) en orale hormonale noodanticonceptie [[zie Folia november 2021](http://www.bcfi.be/nl/articles/query?number=F48N11B), waarin ook maatregelen worden aangereikt om de interactie te vermijden]. 
 ";
"8900300";"KDCACA";true;"Doravirine";;
"0011007";"KDCACB";true;"Efavirenz";;
"0011015";"KDCACC";true;"Etravirine";;
"0011023";"KDCACD";true;"Nevirapine";;
"0018838";"KDCACE";true;"Rilpivirine";;
"0020206";"KDCAD";false;"Combinatiepreparaten van verschillende reverse-transcriptaseremmers";"**_Plaatsbepaling_**

  
  - [Zie 11.4.3. Middelen tegen retrovirussen (HIV)](http://www.bcfi.be/nl/contents/10868) 
  - Deze vaste associaties van antiretrovirale middelen worden voorgesteld in de hoop de therapietrouw te verbeteren. 
 

**_Contra-indicaties_**

  
  - Deze van de verschillende bestanddelen. 
  - Combinaties die efavirenz of nevirapine bevatten: ernstige leverinsufficiëntie (SKP). 
 

**_Ongewenste effecten_**

  
  - Deze van de verschillende bestanddelen. 
 

**_Zwangerschap en borstvoeding_**

  
  - [Zie 11.4.3. Middelen tegen retrovirussen (HIV)](http://www.bcfi.be/nl/contents/10868) 
 

**_Interacties_**

  
  - Zie ook www.hiv-druginteractions.org 
  - Deze van de verschillende bestanddelen. 
 ";
"8900136";"KEAE";true;"Een belangrijke kiem, de pneumokok";"Respiratoire infecties zijn de belangrijkste reden voor antibioticumgebruik in de ambulante praktijk. De meerderheid van deze infecties zijn van virale oorsprong. Bovendien is zowel bij virale als bij bacteriële respiratoire infecties de spontane evolutie meestal gunstig.
 
De pneumokok is de belangrijkste bacteriële verwekker van respiratoire infecties buiten het ziekenhuis. Hoewel de meerderheid van deze infecties gunstig evolueert, kan de pneumokok soms aanleiding geven tot invasieve infecties (zoals sepsis, meningitis, pneumonie). Wanneer bij een respiratoire infectie geopteerd wordt voor een behandeling met antibiotica, zal deze dus in de eerste plaats gericht zijn tegen de pneumokok. 
 
**De meeste pneumokokken zijn nog steeds zeer gevoelig voor penicilline.** Het percentage pneumokokken met verminderde penicillinegevoeligheid (MIC &gt; 0.06 mg/l) uit invasieve isolaten was in 2017 11,1 % (7).
 
In geval van intermediaire gevoeligheid aan penicilline (MIC 0.06-1 mg/l), volstaat het de dosis van het beta-lactamantibioticum te verhogen.
 
Volledige penicillineresistentie (MIC &gt; 1 mg/l) is zeer zeldzaam. In dit geval zal penicilline zelfs in hoge dosis niet meer werkzaam zijn. De penicillineresistentie van de pneumokok is te wijten aan de wijziging van het doelwit van het antibioticum, namelijk de transpeptidasen of Penicillin Binding Proteins, en niet aan de productie van een beta-lactamase. Het is dus zinloos om clavulaanzuur toe te voegen om deze resistentie te overkomen. Bij volledige penicillineresistentie behouden bepaalde chinolonen, zoals moxifloxacine en (in mindere mate) levofloxacine, op dit ogenblik nog een goede activiteit. Het is echter van het grootste belang om deze producten zo weinig mogelijk te gebruiken om het ontstaan van resistentie (niet alleen bij pneumokokken, maar vooral ook bij Enterobacteriaceae in de darmflora) tegen te gaan. Bovendien nemen de waarschuwingen voor potentieel ernstige nevenwerkingen toe. Gezien de hoge resistentiecijfers voor macroliden (16.2% in 2017) en tetracyclines (14.3 % in 2017) zijn deze klassen evenmin alternatieven (7). 
 
**In het kader van een verantwoord antibioticumbeleid, zal bij indicatie voor een antibioticum bij een respiratoire infectie de voorkeur gegeven worden aan amoxicilline in voldoende hoge dosis aangezien dit effectief is in &gt;99% van alle pneumokokkeninfecties**. In het geval van type I penicilline-allergie zullen de hierboven vermelde chinolonen (bij voorkeur moxifloxacine) wel als alternatief worden voorgesteld.
 ";
"8900169";"KEAF";true;"Microbiële resistentie in een specifieke populatie: het voorbeeld van de urineweginfecties";"In het geval van een urineweginfectie bij een jonge, niet-zwangere vrouw zal de huisarts zich voor de diagnose veelal beperken tot het opsporen van nitrieten en witte bloedcellen in de urine met behulp van een teststrip. Een urinekweek wordt doorgaans voorbehouden voor gecompliceerde infecties of infecties die ondanks behandeling ongunstig evolueren. Bacteriën die in het laboratorium worden gekweekt zijn dus niet representatief voor de reële situatie in de ambulante praktijk, maar tonen eerder een “worst case scenario”. Dit geldt ook voor andere infecties. Dit leidt tot een discrepantie tussen het echte resistentiepatroon in de ambulante praktijk en de cijfers verkregen op basis van labogegevens. Dit is bevestigd door studies waarin systematisch bij alle urineweginfecties een urinekweek werd uitgevoerd en waaruit bleek dat er minder resistentie gevonden wordt wanneer geen selectie vooraf is gebeurd (7). 
 ";
"8900144";"KEAG";true;"Veranderende regelgeving";"Antibiotica worden sinds april 2017 niet langer terugbetaald in categorie B (geneesmiddelen categorie voor belangrijke therapeutische medicatie) maar verhuisden naar categorie C (de categorie voor symptomatische behandeling). Hierdoor is het aandeel dat de patiënt zelf moet betalen voor antibiotica groter geworden. 
 
Chinolonen werden opgenomen in hoofdstuk IV voor terugbetaling. Dit betekent dat er aan de terugbetaling concrete voorwaarden zijn verbonden. De chinolonen zijn enkel terugbetaald in volgende omstandigheden:
  
  - acute pyelonefritis, na afname van een cultuur voor antibiogram; 
  - acute prostatitis; 
  - chronische prostatitis, na afname van een cultuur voor antibiogram; 
  - acute urethritis, na afname van een cultuur voor antibiogram; 
  - orchi-epididymitis; 
  - pelvic Inflammatory Diseases; 
  - acute diverticulitis, ongecompliceerd; 
  - bij patiënten met een ernstige co-morbiditeit, of behandeld met een immunosuppressivum, of met een maligniteit of een HIV-infectie; 
  - een uitzonderlijke en dringende situatie die het starten van een behandeling met een chinolone vereist. 
 
 zie voor volledige terugbetalingsvoorwaarden: https://www.bcfi.be/nl/chapters/12?frag=10165           
 ";
"8900151";"KEAH";true;"Referenties";"- 1. https://www.zorg-en-gezondheid.be/sites/default/files/atoms/files/immunogecompromitteerde%20en%20chronisch%20zieke%20kinderen%20en%20volwassenen.pdf 
  - 2. Malhotra-Kumar S, Lammens C, Coenen S, Van Herck K, Goossens H. Effect of azithromycin and clarithromycin therapy on pharyngeal carriage of macrolide-resistant streptococci in healthy volunteers: a randomised, double-blind, placebo-controlled study. Lancet 2007;369(9560):482-90 
  - 3. Costelloe C, Metcalfe C, Lovering A, Mant D, Hay AD. Effect of antibiotic prescribing in primary care on antimicrobial resistance in individual patients: systematic review and meta-analysis. BMJ 2010;340(7756) 
  - 4. Goossens H, Ferech M, Vander Stichele R, Elseviers M and the ESAC Project Group. Outpatient antibiotic use in Europe and association with resistance: a cross-national database study. Lancet 2005;365(9459):579-87 
  - 5. https://ecdc.europa.eu/en/publications-data/surveillance-antimicrobial-resistance-europe-2017 
  - 6. Shenoy ES, Macy E, Rowe T, Blumenthal KG. Evaluation and management of penicillin allergy: a review. JAMA 2019; 15: 188-199.  
  - 7. Surveillance van de pneumokokkeninfecties in België. Verslag voor 2017. Nationaal Referentiecentrum voor de surveillance van Streptococcus pneumoniae. Laboratorium microbiologie Universitair Ziekenhuis Gasthuisberg. Leuven. https://nrchm.wiv-isp.be/nl/ref_centra_labo/streptococcus_pneumoniae_invasive/Rapporten/Streptococcus%20pneumoniae%202017.pdf 
  - 8. Heytens S, Boelens J, Claeys G, De Sutter A, Christiaens T. Uropathogen distribution and antimicrobial susceptibility in uncomplicated cystitis in Belgium, a high antibiotics prescribing country: 20-year surveillance. Eur J Clin Micorbio Infect Dis 2017; 36:105–113 
 ";
"8000028";"KEB";false;"Respiratoire infecties";;
"8000085";"KEBABBB";true;"Tweede keuze";;"acute keelpijn      
  -                    _                     **amoxicilline oraal**                   _                    
    - volwassene en kind &gt;10 jaar: 1500 mg per dag in 3 giften gedurende 7 dagen 
    - kind &lt;10 jaar: 50 mg/kg per dag in 3 giften gedurende 7 dagen                   
     
       _N.v.d.r. De vermelde dosering is gebaseerd op de huidige versie van de WOREL richtlijn ‘acute keelpijn’ (2025). De BAPCOC gids zal binnenkort worden aangepast in overeenstemming met de WOREL richtlijn_        "
"8000093";"KEBABBC";true;"Alternatief bij IgE-gemedieerde penicilline-allergie";;"-                    _                     **azithromycine oraal**                   _                    
    - volwassene: 500 mg per dag in 1 gift gedurende 3 dagen 
    - kind: 10 mg/kg per dag in 1 gift gedurende 3 dagen                   
   "
"8000101";"KEBAC";true;"Referenties";"- Angine aiguë - Premiers Choix Prescrire, actualisation juin 2018. Rev Prescrire 2018 ; 38 (420) : 769     
  - WOREL - Odeurs Philippe, M. J., De Meyere Marc, Peremans Lieve, Van Royen Paul. Richtlijn Acute Keelpijn (herziening 2017) 
  - RIZIV (2016). Het rationeel gebruik van de antibiotica bij het kind in de ambulante zorg. Consensusvergadering 2 juni 2016. Juryrapport Retrieved from **https://www.riziv.fgov.be/SiteCollectionDocuments/consensus_lange_tekst_20160602.pdf**                 
  - Dagnelie CF, De Jongh E, Lemmen WH, et al. NHG-Standaard Acute keelpijn (Derde herziening). NHG 2015. 
  - Malhotra-Kumar S, Lammens C, Coenen S, Van Herck K, Goossens H. Effect of azithromycin and clarithromycin therapy on pharyngeal carriage of macrolide-resistant streptococci in healthy volunteers: a randomised, double-blind, placebo-controlled study. Lancet 2007;369(9560):482-90. 
 ";
"8000119";"KEBB";false;"Acute middenoorontsteking";"**Een acute middenoorontsteking** wordt veroorzaakt door zowel virussen als bacteriën. De infectie duurt ongeveer een week en de meeste kinderen zijn zonder antibiotica beter na 3 dagen. Antibiotica dragen niet bij aan een vermindering van (zeldzame) ernstige complicaties.              
 ";
"8900011";"KEBBA";true;"Plaats van antibiotica";"**Antibiotica zijn in de regel dus niet geïndiceerd bij acute middenoorontsteking** (GRADE 1A)
 
**Orale antibiotica kunnen de duur van de pijn en de koorts verkorten bij** (GRADE 2A): 
 
                       
  
  -                  
1. bilaterale acute otitis media bij kinderen jonger dan 2 jaar
                
  -                  
2. loopoor door spontane trommelvliesperforatie
                
 
Lokale antibiotica kunnen de duur van het loopoor verkorten in geval van een loopoor bij trommelvliesbuisjes.
 
**Orale antibiotica zijn geïndiceerd bij** (GRADE 1C*): 
 
                       
  
  -                  
1. hoger risico voor complicaties (kind jonger dan 6 maanden, anatomische afwijkingen in NKO-gebied (zoals bij palatoschisis of het syndroom van Down), ooroperaties in de voorgeschiedenis (uitgezonderd trommelvliesbuisjes), gecompromitteerd immuunsysteem
                
  -                  
2. ernstige algemene ziekteverschijnselen
                
  -                  
3. wanneer na 3 dagen behandeling met paracetamol in voldoende hoge dosering en frequentie nog geen verbetering is opgetreden van koorts en/of pijn
                
 
             _Opgelet: Bij gebrek aan studies bij volwassenen, worden de aanbevelingen voor kinderen geëxtrapoleerd naar volwassenen._           
 
**Een loopoor bij trommelvliesbuisjes** stopt meestal zonder behandeling. In vergelijking met een afwachtend beleid of gebruik van orale antibiotica kunnen lokale antibiotica de duur van het loopoor verkorten (GRADE 2B). Een behandeling met antibiotische oordruppels wordt verdergezet tot het oor ’s morgens bij het ontwaken droog en schoon is.  
 ";
"8000127";"KEBBB";false;"Antimicrobiële behandeling: oraal";;
"8000135";"KEBBBA";true;"Eerste keuze";;"acute middenoorontsteking      
  -                  _                   **amoxicilline**                 _                  
    - kind: 75-100 mg/kg per dag in 3 giften gedurende 5 dagen 
    - volwassene: 3x 1 g per dag gedurende 5 dagen                 
   "
"8000143";"KEBBBB";true;"Indien er geen verbetering optreedt binnen de 2 tot 3 dagen";;"acute middenoorontsteking      
  - De helft van de dagdosis _**amoxicilline**_ vervangen door _**amoxicilline-clavulaanzuur:**_                    
    - kind*: 75-100 mg/kg amoxicilline per dag in 3 doses, waarvan 37,5-50     mg/kg/d. als amoxicilline in monopreparaat en 37,5-50 mg/kg/d. als     amoxicilline in een associatie met clavulaanzuur (9-12,5 mg/kg/d.) 
    - volwassene*: 3 g amoxicilline per dag in 3 doses, waarvan 1,5 g amoxicilline in     monopreparaat, en 1,5 g amoxicilline in een associatie met clavulaanzuur (500 mg/125 mg).                   
     
* Voor kinderen heeft de commercieel beschikbare associatie van amoxicilline/clavulaanzuur een te lage dosis amoxicilline om effectief te zijn tegen de pneumokok. Voor volwassenen is overschakelen naar de commercieel beschikbare vorm met 875 mg amoxicilline/125 mg clavulaanzuur wel een mogelijk alternatief.   "
"8000150";"KEBBBC";true;"Alternatief bij niet-IgE-gemedieerde penicilline-allergie";;"acute middenoorontsteking      
  -                  _                   **cefuroxim axetil oraal**                 _                  
    - kind: 30-50 mg/kg per dag in 3 giften gedurende 5 dagen, maximum 3 x 500 mg/dag* 
    - volwassene: 1.500 mg per dag in 3 giften gedurende 5 dagen*                 
     
* Gezien de lage biologische beschikbaarheid en korte halfwaardetijd is gekozen voor een andere posologie dan deze in de SKP.   "
"8000168";"KEBBBD";true;"Alternatief bij IgE-gemedieerde penicilline-allergie";;"acute middenoorontsteking      
  - Kind: 
    -                  _                   **azithromycine oraal**                 _                  
      - 10 mg/kg per dag in 1 gift gedurende 3 dagen                  
  - Volwassene: 
    -                  _                   **moxifloxacine oraal**                 _                  
      - 400 mg/ d gedurende 5 dagen                  
     
       _Opgelet: Gezien de toegenomen resistentie van de pneumokok voor macroliden (16 %) wordt aanbevolen om **ernstig zieke kinderen met IgE-gemedieerde penicilline-allergie te verwijzen voor intraveneuze behandeling**._        "
"8000176";"KEBBC";false;"Antimicrobiële behandeling: lokaal";;
"8900029";"KEBBCA";true;"Specialiteiten";"Een behandeling met antibiotische oordruppels wordt verdergezet tot het oor ’s morgens bij het ontwaken droog en schoon is.
 ";"loopoor bij trommelvliesbuisjes      
  -                  _                   **ciprofloxacine oordruppels**                 _                  
    - 3 tot 4 druppels, 2 tot 4 maal per dag                 
     
               _Opgelet:   toediening van chinolone oordruppels bij trommelvliesbuisjes gaat   mogelijks gepaard met een verhoogd risico op trommelvliesperforatie.   Oordruppels met een aminoglycoside (zoals neomycine, framycetine,   gentamycine, tobramycine), al dan niet geassocieerd aan polymyxine B,   mogen omwille van hun ototoxisch effect niet gebruikt worden. _                "
"8000184";"KEBBD";true;"Referenties";"- Otite moyenne aiguë - Premiers Choix Prescrire, actualisation mars 2019. Rev Prescrire 2019 ; 39 (428) : 451 
  - Otitis media (acute): antimicrobial prescribing. NICE guideline [NG91]. Published date: March 2018 
  - Dawson-Hahn EE, Mickan S, Onakpoya I, Roberts N, Kronman M, Butler CC, Thompson MJ. Short-course versus long-course oral antibiotic treatment for infections treated in outpatient settings: a review of systematic reviews. Fam Pract. 2017 Sep 1;34(5):511-519. doi: 10.1093/fampra/cmx037. 
  - Otite moyenne aiguë purulente de l’enfant de plus de 3 mois. Recommandation de bonne pratique. HAS. Mis en ligne: le 18 nov. 2016 
  - Otite moyenne aiguë purulente de l’adulte. Recommandation de bonne pratique. HAS. Mis en ligne le 18 nov. 2016 
  - Venekamp RP, Javed F, van Dongen TMA, Waddell A, Schilder AGM. Interventions for children with ear discharge occurring at least two weeks following grommet (ventilation tube) insertion. Cochrane Database of Systematic Reviews 2016, Issue 11. Art. No.: CD011684. DOI: 10.1002/14651858.CD011684.pub2 
  - RIZIV (2016). Het rationeel gebruik van de antibiotica bij het kind in de ambulante zorg. Consensusvergadering 2 juni 2016. Juryrapport Retrieved from **https://www.riziv.fgov.be/SiteCollectionDocuments/consensus_lange_tekst_20160602.pdf**                 
  - Venekamp RP, Prasad V, Hay AD. Are topical antibiotics an alternative to oral antibiotics for children with acute otitis media and ear discharge? BMJ. 2016 Feb 4;352:i308. doi: 10.1136/bmj.i308. Review. 
  - NHG-Standaard Otitis media acuta bij kinderen (Derde herziening) 
  - Damoiseaux RAMJ, Venekamp RP, Eekhof JAH, Bennebroek Gravenhorst FM, Schoch AG, Burgers JS, Bouma M, Wittenberg J.. Huisarts Wet 2014;57(12):648. 
  - Alrwisan A, Antonelli PJ, Winterstein AG. Quinolone ear drops after tympanostomy tubes and the risk of eardrum perforation: a retrospective cohort study. Clinical Infectious Diseases 2017; 64 : 1052-1058. 
 ";
"8000192";"KEBC";false;"Acute rhinosinusitis";"Een acute rhinosinusitis wordt veroorzaakt door zowel virussen als bacteriën. De aandoening kent over het algemeen een gunstig natuurlijk beloop met spontane afname van de klachten na enkele dagen tot een week. Bij de meeste patiënten volstaat het geven van voorlichting en symptomatische behandeling.
 ";
"8900037";"KEBCA";true;"Plaats van antibiotica";"**Antibiotica zijn in de regel niet geïndiceerd bij een patiënt met acute rhinosinusitis **(GRADE   1A).Op   basis van symptomen en klinische tekens is het onmogelijk om een   onderscheid te maken tussen een bacteriële en een virale oorzaak.   Ook bij een bacteriële oorzaak is een behandeling met antibiotica   meestal niet noodzakelijk. Antibiotica lijken niet bij te dragen aan   het verminderen van (zeldzaam voorkomende) complicaties.    
 
**Antibiotica zijn wel geïndiceerd bij **(GRADE 1C*)
 
- Volwassenen die ernstig ziek zijn (purulente rhinorree met koorts,   pijn, ernstige beperkingen in het dagelijks functioneren) of koorts   langer dan 5 dagen, of opnieuw koorts na initiële verbetering
 
- Kinderen die ernstig ziek zijn (hoge koorts, achteruitgang van de   algemene gezondheidstoestand) of klachten langer dan 10 tot 15 dagen   zonder verbetering
 
- Risicopatiënten. De huisarts oordeelt op basis van risicofactoren, voorgeschiedenis en   kliniek wie deze risicopatiënten zijn (bijvoorbeeld oncologische   patiënten, immunogecompromitteerde patiënten, kinderen met   cerebrospinaal vochtlek…).
 ";
"8000226";"KEBCBB";true;"Indien er geen verbetering optreedt binnen de 2 tot 3 dagen";;"acute rhinosinusitis      
  - De helft van de dagdosis _**amoxicilline**_ vervangen door _**amoxicilline-clavulaanzuur:**_                      
    - kind*: 75-100 mg/kg amoxicilline per dag in 3 doses, waarvan 37,5-50       mg/kg/d. als amoxicilline in monopreparaat en 37,5-50 mg/kg/d. als       amoxicilline in een associatie met clavulaanzuur (9-12,5 mg/kg/d.) 
    - volwassene*: 3 g amoxicilline per dag in 3 doses, waarvan 1,5 g amoxicilline in       monopreparaat, en 1,5 g amoxicilline in een associatie met       clavulaanzuur (500 mg/125 mg)                    
     
* Voor kinderen heeft de commercieel beschikbare associatie van amoxicilline/clavulaanzuur een te lage dosis amoxicilline om effectief te zijn tegen de pneumokok. Voor volwassenen is overschakelen naar de commercieel beschikbare vorm met 875 mg amoxicilline/125 mg clavulaanzuur wel een mogelijk alternatief.   "
"8000234";"KEBCBC";true;"Alternatief bij niet-IgE-gemedieerde penicilline-allergie";;"acute rhinosinusitis      
  - volwassene:                      
    - moxifloxacine 400 mg per dag gedurende 7 dagen                    
  - kind: 
    - cefuroxim axetil: 30-50 mg/kg per dag in 3 giften gedurende 7 dagen, maximum 3 x 500 mg per dag*  
     
* Gezien de lage biologische beschikbaarheid en korte halfwaardetijd is gekozen voor een andere posologie dan deze in de SKP.   "
"8000242";"KEBCBD";true;"Alternatief bij IgE-gemedieerde penicilline-allergie";;"acute rhinosinusitis      
  - volwassene:                      
    - moxifloxacine oraal                          
      - 400 mg per dag gedurende 7 dagen                                             
  - kind                      
    - azithromycine oraal                          
      - 10 mg/kg per dag in 1 gift gedurende 3 dagen                                             
     
               _Opgelet: Gezien de toegenomen resistentie van de pneumokok voor macroliden (16%) wordt aanbevolen om **ernstig zieke kinderen met IgE-gemedieerde penicilline-allergie te verwijzen voor intraveneuze behandeling.**_                "
