"mppcv";"hyr_";"hyrcv";"ogc";"mpcv";"ouc";"mppnm";"VolgNr";"GalCV";"spef";"cq";"cu";"cfq";"cfu";"aq";"au";"afq";"afu";"atype";"cmucomb";"law";"ssecr";"pupr";"use";"note";"pos";"Content_";"GalNm_";"Index";"RemA";"RemW";"InnCnk";"VosNm_";"BT";"gdkp";"Excip";"Cheapest";"SpecRules";"Narcotic";"Amb";"Hosp"
"2981785";"OFFA";"0014530";"G";"13631-1537";"O";"Isocural zachte caps. 60x 10mg";;"00026";;60;"x";;;;;0.0000;;;;"R";"b";22.5700;;;;;"zachte caps.";9.5000;5.7000;3.4200;"17616";"isotretinoïne oraal 10 mg";false;true;;true;false;false;true;false
"2655025";"OFFA";"0014530";"G";"13631-1537";"O";"Isocural zachte caps. 60x 20mg";;"00026";;60;"x";;;;;0.0000;;;;"R";"b";36.0900;;;;;"zachte caps.";15.2300;9.1400;5.4400;"17632";"isotretinoïne oraal 20 mg";false;true;;true;false;false;true;false
"4636544";"AHDBA";"0001313";;"46367-505";"O";"Isoprenaline HCl Macure 0,2 mg/1 ml inf. oploss. (conc.) i.v. [amp.] 5x 1mg/5ml";;"00077";;5;"x";;;;;0.0000;;;;"R";;0.0000;"H";;;;"inf. oploss. (conc.) i.v. [amp.]";0.0000;0.0000;0.0000;"46912";"isoprenaline infusie 1 mg / 5 ml";false;false;;false;false;false;true;false
"0475111";"AFBA";"0000844";"B";"13656-1289";"O";"Isoptine filmomh. tabl. 50x 40mg";;"00003";;50;"x";;;;;0.0000;;;;"R";"b";8.1400;;;;;"filmomh. tabl.";4.0000;2.0000;1.0000;"32094";"verapamil oraal 40 mg";false;false;;true;false;false;true;false
"0050583";"AFBA";"0000844";"B";"13656-1289";"O";"Isoptine filmomh. tabl. 50x 80mg";;"00003";;50;"x";;;;;0.0000;;;;"R";"b";9.4600;;;;;"filmomh. tabl.";4.0000;2.0000;1.0000;"32102";"verapamil oraal 80 mg";false;false;;true;false;false;true;false
"4247334";"AFBA";"0000844";"B";"13656-1289";"O";"Isoptine filmomh. tabl. 60x 120mg";;"00003";;60;"x";;;;;0.0000;;;;"R";"b";12.4000;;;;;"filmomh. tabl.";3.7800;2.2700;1.3600;"32078";"verapamil oraal 120 mg";false;false;;true;false;false;true;false
"2198604";"OFFA";"0014530";"G";"13698-1743";"O";"Isosupra harde caps. Lidose 30x 16mg";;"00170";;30;"x";;;;;0.0000;;;;"R";"b";22.3000;;;;;"harde caps. Lidose";18.7000;5.6100;3.3700;"17624";"isotretinoïne oraal 16 mg";false;true;;true;false;false;true;false
"2198612";"OFFA";"0014530";"G";"13698-1743";"O";"Isosupra harde caps. Lidose 30x 8mg";;"00170";;30;"x";;;;;0.0000;;;;"R";"b";15.2400;;;;;"harde caps. Lidose";10.7700;3.2300;1.9400;"17657";"isotretinoïne oraal 8 mg";false;true;;true;false;false;true;false
"2320141";"OFFA";"0014530";"G";"13698-1743";"O";"Isosupra harde caps. Lidose 60x 16mg";;"00170";;60;"x";;;;;0.0000;;;;"R";"b";36.9600;;;;;"harde caps. Lidose";15.5800;9.3500;5.5600;"17624";"isotretinoïne oraal 16 mg";false;true;;true;false;false;true;false
"2320158";"OFFA";"0014530";"G";"13698-1743";"O";"Isosupra harde caps. Lidose 60x 8mg";;"00170";;60;"x";;;;;0.0000;;;;"R";"b";24.6300;;;;;"harde caps. Lidose";10.7500;6.4500;3.8400;"17657";"isotretinoïne oraal 8 mg";false;true;;true;false;false;true;false
"4616082";"OFFA";"0014530";"G";"48660-984";"O";"Isotiorga zachte caps. 100x 10mg";;"00026";;100;"x";;;;;0.0000;;;;"R";"b";32.5200;;;;;"zachte caps.";8.3000;8.3000;4.9400;"17616";"isotretinoïne oraal 10 mg";false;true;;true;false;false;true;false
"4616108";"OFFA";"0014530";"G";"48660-984";"O";"Isotiorga zachte caps. 100x 20mg";;"00026";;100;"x";;;;;0.0000;;;;"R";"b";54.9400;;;;;"zachte caps.";13.5800;13.5800;8.0600;"17632";"isotretinoïne oraal 20 mg";false;true;;true;false;false;true;false
"4616066";"OFFA";"0014530";"G";"48660-984";"O";"Isotiorga zachte caps. 30x 10mg";;"00026";;30;"x";;;;;0.0000;;;;"R";"b";15.7700;;;;;"zachte caps.";11.3700;3.4100;2.0400;"17616";"isotretinoïne oraal 10 mg";false;true;;true;false;false;true;false
"4616090";"OFFA";"0014530";"G";"48660-984";"O";"Isotiorga zachte caps. 30x 20mg";;"00026";;30;"x";;;;;0.0000;;;;"R";"b";23.2000;;;;;"zachte caps.";19.7300;5.9200;3.5500;"17632";"isotretinoïne oraal 20 mg";false;true;;true;false;false;true;false
"4616074";"OFFA";"0014530";"G";"48660-984";"O";"Isotiorga zachte caps. 60x 10mg";;"00026";;60;"x";;;;;0.0000;;;;"R";"b";22.5700;;;;;"zachte caps.";9.5000;5.7000;3.4200;"17616";"isotretinoïne oraal 10 mg";false;true;;true;false;false;true;false
"4616116";"OFFA";"0014530";"G";"48660-984";"O";"Isotiorga zachte caps. 60x 20mg";;"00026";;60;"x";;;;;0.0000;;;;"R";"b";36.0900;;;;;"zachte caps.";15.2300;9.1400;5.4400;"17632";"isotretinoïne oraal 20 mg";false;true;;true;false;false;true;false
"2200228";"OFFA";"0014530";"G";"13714-612";"O";"Isotretinoine EG zachte caps. 30x 10mg";;"00026";;30;"x";;;;;0.0000;;;;"R";"b";15.7700;;;;;"zachte caps.";11.3700;3.4100;2.0400;"17616";"isotretinoïne oraal 10 mg";false;true;;true;false;false;true;false
"2200210";"OFFA";"0014530";"G";"13714-612";"O";"Isotretinoine EG zachte caps. 30x 20mg";;"00026";;30;"x";;;;;0.0000;;;;"R";"b";23.2000;;;;;"zachte caps.";19.7300;5.9200;3.5500;"17632";"isotretinoïne oraal 20 mg";false;true;;true;false;false;true;false
"2200202";"OFFA";"0014530";"B";"13714-612";"O";"Isotretinoine EG zachte caps. 60x 10mg";;"00026";;60;"x";;;;;0.0000;;;;"R";"b";24.5400;;;;;"zachte caps.";10.7200;6.4300;3.8300;"17616";"isotretinoïne oraal 10 mg";false;false;;false;false;false;true;false
"2200236";"OFFA";"0014530";"G";"13714-612";"O";"Isotretinoine EG zachte caps. 60x 20mg";;"00026";;60;"x";;;;;0.0000;;;;"R";"b";37.0700;;;;;"zachte caps.";15.6200;9.3700;5.5700;"17632";"isotretinoïne oraal 20 mg";false;true;;true;false;false;true;false
"4721650";"CDAC";"8904096";;"47191-1883";"O";"Itoprom filmomh. tabl. (deelb.) 100x 50mg";;"00047";;100;"x";;;;;0.0000;;;;"R";;34.9900;;;;;"filmomh. tabl. (deelb. niet kwantit.)";34.9900;34.9900;34.9900;"47530";"itopride oraal 50 mg";false;false;;false;false;false;true;false
"4721668";"CDAC";"8904096";;"47191-1883";"O";"Itoprom filmomh. tabl. (deelb.) 20x 50mg";;"00047";;20;"x";;;;;0.0000;;;;"R";;10.4300;;;;;"filmomh. tabl. (deelb. niet kwantit.)";52.1500;10.4300;10.4300;"47530";"itopride oraal 50 mg";false;false;;false;false;false;true;false
"5823208";"CDAC";"8904096";;"47191-3418";"O";"Itoprom (Orifarm Belgium) filmomh. tabl. (deelb.) 100x 50mg";;"00047";;100;"x";;;;;0.0000;;;;"R";;34.9900;;"parallelinvoer";;;"filmomh. tabl. (deelb. niet kwantit.)";34.9900;34.9900;34.9900;"47530";"itopride oraal 50 mg";false;false;;false;false;false;true;false
"2442150";"KBCC";"0010470";"G";"13748-2485";"O";"Itraconazol AB harde caps. 15x 100mg";;"00014";;15;"x";;;;;0.0000;;;;"R";"b";15.4200;;;;;"harde caps.";21.9300;3.2900;1.9700;"17681";"itraconazol oraal 100 mg";false;true;;true;false;false;true;false
"2442168";"KBCC";"0010470";"G";"13748-2485";"O";"Itraconazol AB harde caps. 28x 100mg";;"00014";;28;"x";;;;;0.0000;;;;"R";"b";20.7700;;;;;"harde caps.";18.1800;5.0900;3.0600;"17681";"itraconazol oraal 100 mg";false;true;;true;false;false;true;false
"2442143";"KBCC";"0010470";"G";"13748-2485";"O";"Itraconazol AB harde caps. 4x 100mg";;"00014";;4;"x";;;;;0.0000;;;;"R";"b";8.5100;;;;;"harde caps.";50.0000;2.0000;1.0000;"17681";"itraconazol oraal 100 mg";false;true;;true;false;false;true;false
"2442176";"KBCC";"0010470";"G";"13748-2485";"O";"Itraconazol AB harde caps. 60x 100mg";;"00014";;60;"x";;;;;0.0000;;;;"R";"b";40.4900;;;;;"harde caps.";16.9700;10.1800;6.0500;"17681";"itraconazol oraal 100 mg";false;true;;true;false;false;true;false
"2369643";"KBCC";"0010470";"G";"13755-612";"O";"Itraconazole EG harde caps. 15x 100mg";;"00014";;15;"x";;;;;0.0000;;;;"R";"b";15.4500;;;;;"harde caps.";22.0000;3.3000;1.9800;"17681";"itraconazol oraal 100 mg";false;true;;true;false;false;true;false
"4183281";"KBCC";"0010470";"G";"13755-612";"O";"Itraconazole EG harde caps. 30x 100mg";;"00014";;30;"x";;;;;0.0000;;;;"R";"b";21.8400;;;;;"harde caps.";18.1700;5.4500;3.2700;"17681";"itraconazol oraal 100 mg";false;true;;true;false;false;true;false
"2369668";"KBCC";"0010470";"G";"13755-612";"O";"Itraconazole EG harde caps. 60x 100mg";;"00014";;60;"x";;;;;0.0000;;;;"R";"b";41.9200;;;;;"harde caps.";17.5300;10.5200;6.2500;"17681";"itraconazol oraal 100 mg";false;true;;true;false;false;true;false
"2747970";"KBCC";"0010470";"G";"13789-1818";"O";"Itraconazole Teva harde caps. 15x 100mg";;"00014";;15;"x";;;;;0.0000;;;;"R";"b";15.4700;;;;;"harde caps.";22.0700;3.3100;1.9800;"17681";"itraconazol oraal 100 mg";false;true;;true;false;false;true;false
"2747996";"KBCC";"0010470";"G";"13789-1818";"O";"Itraconazole Teva harde caps. 28x 100mg";;"00014";;28;"x";;;;;0.0000;;;;"R";"b";20.7700;;;;;"harde caps.";18.1800;5.0900;3.0600;"17681";"itraconazol oraal 100 mg";false;true;;true;false;false;true;false
"2747954";"KBCC";"0010470";"G";"13789-1818";"O";"Itraconazole Teva harde caps. 4x 100mg";;"00014";;4;"x";;;;;0.0000;;;;"R";"b";8.6300;;;;;"harde caps.";50.0000;2.0000;1.0000;"17681";"itraconazol oraal 100 mg";false;true;;true;false;false;true;false
"2748010";"KBCC";"0010470";"G";"13789-1818";"O";"Itraconazole Teva harde caps. 60x 100mg";;"00014";;60;"x";;;;;0.0000;;;;"R";"b";41.9200;;;;;"harde caps.";17.5300;10.5200;6.2500;"17681";"itraconazol oraal 100 mg";false;true;;true;false;false;true;false
"2601607";"KBCC";"0010470";"G";"13771-1636";"O";"Itraconazol Sandoz harde caps. 15x 100mg";;"00014";;15;"x";;;;;0.0000;;;;"R";"b";15.4700;;;;;"harde caps.";22.0700;3.3100;1.9800;"17681";"itraconazol oraal 100 mg";false;true;;true;false;false;true;false
"2601581";"KBCC";"0010470";"G";"13771-1636";"O";"Itraconazol Sandoz harde caps. 28x 100mg";;"00014";;28;"x";;;;;0.0000;;;;"R";"b";20.7700;;;;;"harde caps.";18.1800;5.0900;3.0600;"17681";"itraconazol oraal 100 mg";false;true;;true;false;false;true;false
"2601623";"KBCC";"0010470";"G";"13771-1636";"O";"Itraconazol Sandoz harde caps. 60x 100mg";;"00014";;60;"x";;;;;0.0000;;;;"R";"b";41.9200;;;;;"harde caps.";17.5300;10.5200;6.2500;"17681";"itraconazol oraal 100 mg";false;true;;true;false;false;true;false
"3979465";"LDBB";"0025866";;"42416-141";"O";"Itulazax subling. lyofilisaat 30x 12SQ-Bet";;"00073";;30;"x";;;;;0.0000;;;;"R";;121.9600;;;;;"subling. lyofilisaat";406.5300;121.9600;121.9600;"43547";"allergeenextract van berkenpollen sublinguaal 12 SQ-Bet [NOVOS: biological]";false;false;;false;false;false;true;false
"3979457";"LDBB";"0025866";;"42416-141";"O";"Itulazax subling. lyofilisaat 90x 12SQ-Bet";;"00073";;90;"x";;;;;0.0000;;;;"R";;345.5000;;;;;"subling. lyofilisaat";383.8900;345.5000;345.5000;"43547";"allergeenextract van berkenpollen sublinguaal 12 SQ-Bet [NOVOS: biological]";false;false;;false;false;false;true;false
"3699642";"ABCA";"0000323";"G";"39206-2303";"O";"Ivabradine Krka filmomh. tabl. 56x 7,5mg";;"00003";;56;"x";;;;;0.0000;;;;"R";"b4";28.6400;;;;;"filmomh. tabl.";13.2000;7.3900;4.4000;"17715";"ivabradine oraal 7,5 mg";false;true;;true;false;false;true;false
"3702016";"ABCA";"0000323";"G";"39206-2303";"O";"Ivabradine Krka filmomh. tabl. (deelb.) 56x 5mg";;"00041";;56;"x";;;;;0.0000;;;;"R";"b4";28.6400;;;;;"filmomh. tabl. (deelb. kwantit.)";13.2000;7.3900;4.4000;"17707";"ivabradine oraal 5 mg";false;true;;true;false;false;true;false
"2752285";"CDCA";"0002972";;"13805-1263";"O";"Ivemend inf. oploss. (pdr.) i.v. [flac.] 1x 150mg";;"00031";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inf. oploss. (pdr.) i.v. [flac.]";0.0000;0.0000;0.0000;"13839";"fosaprepitant infusie 150 mg";false;false;;false;false;false;true;false
"4550794";"KCAA";"8903148";"B";"46136-505";"O";"Ivermectin Substipharm tabl. 4x 3mg";;"00008";;4;"x";;;;;0.0000;;;;"R";"b4";27.1100;;;;;"tabl.";176.0000;7.0400;4.1900;"46623";"ivermectine oraal 3 mg";false;false;;true;false;false;true;false
"4886487";"LAASA";"8905606";;"49304-3590";"O";"Ixchiq inj. oploss. (pdr.+solv.) i.m. [flac.+voorgev. spuit] 1dos.";;"00307";;1;"x";"1.0";"dos.";;;0.5000;"ml";"s";;"R";;137.4000;;;;;"inj. oploss. (pdr. + solv.) i.m. [flac. + voorgev. spuit]";13740.0000;137.4000;137.4000;"49437";"chikungunyavirus injectie [NOVOS: biological]";true;false;;false;false;false;true;false
"2765469";"LAAOA";"0017194";;"13813-3590";"O";"Ixiaro inj. susp. i.m./s.c. [voorgev. spuit] 1x 0,5ml";;"00004";;1;"x";;;;;0.0000;;;;"R";;96.0600;;"s.c.: uitzonderlijk, zie SKP; bevat aluminium";;;"inj. susp. i.m./s.c. [voorgev. spuit]";9606.0000;96.0600;96.0600;"17723";"Japanse-encefalitisvirus injectie 0,5 ml [NOVOS: biological]";false;false;;false;false;false;true;false
"3621281";"FBACA";"0005439";;"37705-2469";"U";"IzzyRing 0,12/0,015 vag. afgiftesysteem 3x";;"00427";;3;"x";;;;;0.0000;;;;"R";"J";31.6400;;;;;"vag. afgiftesysteem";754.6700;22.6400;22.6400;"11775";"ethinylestradiol + etonogestrel vaginaal 0,015 mg + 0,12 mg / 24 u";false;false;;false;false;false;true;false
"3621307";"FBACA";"0005439";;"37705-2469";"U";"IzzyRing 0,12/0,015 vag. afgiftesysteem 6x";;"00427";;6;"x";;;;;0.0000;;;;"R";"J";57.2000;;;;;"vag. afgiftesysteem";653.3300;39.2000;39.2000;"11775";"ethinylestradiol + etonogestrel vaginaal 0,015 mg + 0,12 mg / 24 u";false;false;;false;false;false;true;false
"4903753";"MBCLA";"8900706";;"13821-1347";"O";"Jakavi gastr./or. oploss. 60ml 5mg/1ml";;"00331";;1;"x";"60.0";"ml";;;0.0000;;;;;;0.0000;"H";;;;"gastr./or. oploss.";0.0000;0.0000;0.0000;"50245";"ruxolitinib gastrisch/oraal 5 mg / 1 ml [no switch: onco]";false;false;;false;false;false;true;false
"3445137";"MBCLA";"8900706";;"13821-1347";"O";"Jakavi tabl. 56x 10mg";;"00008";;56;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"tabl.";0.0000;0.0000;0.0000;"37226";"ruxolitinib oraal 10 mg [no switch: onco]";false;false;;false;false;false;true;false
"3029758";"MBCLA";"8900706";;"13821-1347";"O";"Jakavi tabl. 56x 15mg";;"00008";;56;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"tabl.";0.0000;0.0000;0.0000;"28183";"ruxolitinib oraal 15 mg [no switch: onco]";false;false;;false;false;false;true;false
"3029774";"MBCLA";"8900706";;"13821-1347";"O";"Jakavi tabl. 56x 20mg";;"00008";;56;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"tabl.";0.0000;0.0000;0.0000;"28191";"ruxolitinib oraal 20 mg [no switch: onco]";false;false;;false;false;false;true;false
"3029741";"MBCLA";"8900706";;"13821-1347";"O";"Jakavi tabl. 56x 5mg";;"00008";;56;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"tabl.";0.0000;0.0000;0.0000;"28209";"ruxolitinib oraal 5 mg [no switch: onco]";false;false;;false;false;false;true;false
"2572139";"EAJC";"0025445";"B";"13847-1263";"U";"Janumet 50/1000 filmomh. tabl. 196x";;"00003";;196;"x";;;;;0.0000;;;;"R";"a4";66.6000;;;"100 mg (sitagliptine) p.d. in 2 doses";;"filmomh. tabl.";1.0200;2.0000;1.0000;"28852";"sitagliptine + metformine oraal 50 mg + 1 000 mg";false;false;;false;false;false;true;false
"2572121";"EAJC";"0025445";"G";"13847-1263";"U";"Janumet 50/1000 filmomh. tabl. 56x";;"00003";;56;"x";;;;;0.0000;;;;"R";"a4";24.6100;;;"100 mg (sitagliptine) p.d. in 2 doses";;"filmomh. tabl.";3.5700;2.0000;1.0000;"28852";"sitagliptine + metformine oraal 50 mg + 1 000 mg";false;true;;true;false;false;true;false
"2572097";"EAJC";"0025445";"B";"13847-1263";"U";"Janumet 50/850 filmomh. tabl. 196x";;"00003";;196;"x";;;;;0.0000;;;;"R";"a4";63.0200;;;"100 mg (sitagliptine) p.d. in 2 doses";;"filmomh. tabl.";1.0200;2.0000;1.0000;"28860";"sitagliptine + metformine oraal 50 mg + 850 mg";false;false;;false;false;false;true;false
"4165718";"EAJC";"0025445";"G";"13847-3269";"U";"Janumet (Abacus) 50/1000 filmomh. tabl. 196x";;"00003";;196;"x";;;;;0.0000;;;;"R";"a";43.3300;;"parallelle distributie";"100 mg (sitagliptine) p.d. in 2 doses";;"filmomh. tabl.";1.0200;2.0000;1.0000;"28852";"sitagliptine + metformine oraal 50 mg + 1 000 mg";false;true;;true;false;false;true;false
"4245577";"EAJC";"0025445";"G";"13847-3269";"U";"Janumet (Abacus) 50/850 filmomh. tabl. 196x";;"00003";;196;"x";;;;;0.0000;;;;"R";"a";48.0200;;"parallelle distributie";"100 mg (sitagliptine) p.d. in 2 doses";;"filmomh. tabl.";1.0200;2.0000;1.0000;"28860";"sitagliptine + metformine oraal 50 mg + 850 mg";false;true;;true;false;false;true;false
"4679122";"EAFD";"0017608";"G";"13854-3269";"O";"Januvia (Abacus) filmomh. tabl. 98x 100mg";;"00003";;98;"x";;;;;0.0000;;;;"R";"a";42.5200;;"parallelle distributie";;;"filmomh. tabl.";2.0400;2.0000;1.0000;"28837";"sitagliptine oraal 100 mg";false;true;;true;false;false;true;false
"2408763";"EAFD";"0017608";"G";"13854-1263";"O";"Januvia filmomh. tabl. 28x 100mg";;"00003";;28;"x";;;;;0.0000;;;;"R";"a4";21.7000;;;;;"filmomh. tabl.";7.1400;2.0000;1.0000;"28837";"sitagliptine oraal 100 mg";false;true;;true;false;false;true;false
"2408771";"EAFD";"0017608";"B";"13854-1263";"O";"Januvia filmomh. tabl. 98x 100mg";;"00003";;98;"x";;;;;0.0000;;;;"R";"a4";57.0100;;;;;"filmomh. tabl.";2.0400;2.0000;1.0000;"28837";"sitagliptine oraal 100 mg";false;false;;false;false;false;true;false
"2929198";"EAFD";"0017608";"B";"13854-1263";"O";"Januvia filmomh. tabl. 98x 25mg";;"00003";;98;"x";;;;;0.0000;;;;"R";"a4";32.7800;;;;;"filmomh. tabl.";2.0400;2.0000;1.0000;"28845";"sitagliptine oraal 25 mg";false;false;;false;false;false;true;false
"2929164";"EAFD";"0017608";"B";"13854-1263";"O";"Januvia filmomh. tabl. 98x 50mg";;"00003";;98;"x";;;;;0.0000;;;;"R";"a4";32.7800;;;;;"filmomh. tabl.";2.0400;2.0000;1.0000;"28878";"sitagliptine oraal 50 mg";false;false;;false;false;false;true;false
"3153665";"EAIC";"0021204";"B";"30965-372";"O";"Jardiance filmomh. tabl. 100x 10mg";;"00003";;100;"x";;;;;0.0000;;;;"R";"a4 b4";149.0800;;;;;"filmomh. tabl.";15.9000;15.9000;10.5000;"34157";"empagliflozine oraal 10 mg";false;false;;true;false;false;true;false
"3153681";"EAIC";"0021204";"B";"30965-372";"O";"Jardiance filmomh. tabl. 100x 25mg";;"00003";;100;"x";;;;;0.0000;;;;"R";"a4";149.0800;;;;;"filmomh. tabl.";2.0000;2.0000;1.0000;"34165";"empagliflozine oraal 25 mg";false;false;;true;false;false;true;false
"3153657";"EAIC";"0021204";"B";"30965-372";"O";"Jardiance filmomh. tabl. 30x 10mg";;"00003";;30;"x";;;;;0.0000;;;;"R";"a4 b4";51.2400;;;;;"filmomh. tabl.";42.3700;12.7100;7.5500;"34157";"empagliflozine oraal 10 mg";false;false;;true;false;false;true;false
"3153673";"EAIC";"0021204";"B";"30965-372";"O";"Jardiance filmomh. tabl. 30x 25mg";;"00003";;30;"x";;;;;0.0000;;;;"R";"a4";51.2400;;;;;"filmomh. tabl.";6.6700;2.0000;1.0000;"34165";"empagliflozine oraal 25 mg";false;false;;true;false;false;true;false
"3027794";"FBCBA";"0020834";;"13862-299";"O";"Jaydess i.uter. afleveringssysteem 13,5mg";;"00222";;1;"x";;;;;0.0000;;;;"R";"J";147.5000;;;;;"i.uter. afleveringssysteem";3950.0000;39.5000;39.5000;"19208";"levonorgestrel intra-uterien 13,5 mg";true;false;;false;false;false;true;false
"4829487";"MBCDA";"8902140";;"48868-570";"O";"Jaypirca filmomh. tabl. 56x 100mg";;"00003";;56;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"filmomh. tabl.";0.0000;0.0000;0.0000;"49023";"pirtobrutinib oraal 100 mg [no switch: onco]";true;false;;false;false;false;true;false
"4309209";"MCAB";"8902215";;"48512-828";"O";"Jemperli inf. oploss. (conc.) i.v. [flac.] 1x 500mg/10ml";;"00009";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"inf. oploss. (conc.) i.v. [flac.]";0.0000;0.0000;0.0000;"48652";"dostarlimab infusie 500 mg / 10 ml [NOVOS: biological]";true;false;;false;false;false;true;false
"2926335";"EAJC";"0025445";"B";"13870-372";"U";"Jentadueto 2,5/1000 filmomh. tabl. 180x";;"00003";;180;"x";;;;;0.0000;;;;"R";"a4";122.8900;;;"5 mg (linagliptine) p.d. in 2 doses";;"filmomh. tabl.";1.1100;2.0000;1.0000;"19505";"linagliptine + metformine oraal 2,5 mg + 1 000 mg";false;false;;true;false;false;true;false
"2926350";"EAJC";"0025445";"B";"13870-372";"U";"Jentadueto 2,5/850 filmomh. tabl. 180x";;"00003";;180;"x";;;;;0.0000;;;;"R";"a4";122.8900;;;"5 mg (linagliptine) p.d. in 2 doses";;"filmomh. tabl.";1.1100;2.0000;1.0000;"19513";"linagliptine + metformine oraal 2,5 mg + 850 mg";false;false;;true;false;false;true;false
"2824324";"MAEBA";"0018788";;"13896-2097";"O";"Jevtana inf. oploss. (conc.+solv.) i.v. [2x flac.] 1x 60mg/1,5ml";;"00501";;1;"x";;;;;4.5000;"ml";"s";;;;0.0000;"H";;;;"inf. oploss. (conc. + solv.) i.v. [2x flac.]";0.0000;0.0000;0.0000;"4739";"cabazitaxel infusie 60 mg / 1,5 ml [no switch: onco]";false;false;;false;false;false;true;false
"2906501";"AIAE";"0001396";"G";"13904-141";"O";"Jext inj. oploss. i.m. [voorgev. pen] 1x 150µg/0,15ml";;"00515";;1;"x";;;;;0.0000;;;;"R";"b";46.2400;;;;;"inj. oploss. i.m. [voorgev. pen]";1153.0000;11.5300;6.8500;"10488";"epinefrine injectie 0,15 mg / 1 dosis";false;true;;true;false;false;true;false
"2906519";"AIAE";"0001396";"G";"13904-141";"O";"Jext inj. oploss. i.m. [voorgev. pen] 1x 300µg/0,3ml";;"00515";;1;"x";;;;;0.0000;;;;"R";"b";46.2400;;;;;"inj. oploss. i.m. [voorgev. pen]";1153.0000;11.5300;6.8500;"10496";"epinefrine injectie 0,3 mg / 1 dosis";false;true;;true;false;false;true;false
"3452018";"GEA";"8906844";;"33241-2501";"C";"Jinarc 45/15 tabl. 1x (28+28)";;"00008";;1;"x";;;;;0.0000;;;"28+28";;;0.0000;"H";;;;"tabl.";0.0000;0.0000;0.0000;"36319";"tolvaptan oraal 45 mg (I) + tolvaptan oraal 15 mg (II)";true;false;;false;false;false;true;false
"3451986";"GEA";"8906844";;"33241-2501";"C";"Jinarc 60/30 tabl. 1x (28+28)";;"00008";;1;"x";;;;;0.0000;;;"28+28";;;0.0000;"H";;;;"tabl.";0.0000;0.0000;0.0000;"36327";"tolvaptan oraal 60 mg (I) + tolvaptan oraal 30 mg (II)";true;false;;false;false;false;true;false
"3451994";"GEA";"8906844";;"33241-2501";"C";"Jinarc 90/30 tabl. 1x (28+28)";;"00008";;1;"x";;;;;0.0000;;;"28+28";;;0.0000;"H";;;;"tabl.";0.0000;0.0000;0.0000;"36335";"tolvaptan oraal 90 mg (I) + tolvaptan oraal 30 mg (II)";true;false;;false;false;false;true;false
"3452026";"GEA";"8906844";;"33241-2501";"O";"Jinarc tabl. 28x 15mg";;"00008";;28;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"tabl.";0.0000;0.0000;0.0000;"36293";"tolvaptan oraal 15 mg";true;false;;false;false;false;true;false
"3452000";"GEA";"8906844";;"33241-2501";"O";"Jinarc tabl. 28x 30mg";;"00008";;28;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"tabl.";0.0000;0.0000;0.0000;"36301";"tolvaptan oraal 30 mg";true;false;;false;false;false;true;false
"3897477";"BBAB";"0002246";"B";"41392-299";"O";"Jivi inj. oploss. (pdr.+solv.) i.v. [flac.+voorgev. spuit] 1x 1000IE";;"00016";;1;"x";;;;;2.5000;"ml";"s";;"R";"a4";768.1600;;;;;"inj. oploss. (pdr. + solv.) i.v. [flac. + voorgev. spuit]";200.0000;2.0000;1.0000;"42309";"damoctocog alfa injectie 1 000 IE [NOVOS: biological]";false;false;;false;false;false;true;false
"3897469";"BBAB";"0002246";"B";"41392-299";"O";"Jivi inj. oploss. (pdr.+solv.) i.v. [flac.+voorgev. spuit] 1x 2000IE";;"00016";;1;"x";;;;;2.5000;"ml";"s";;"R";"a4";1525.3400;;;;;"inj. oploss. (pdr. + solv.) i.v. [flac. + voorgev. spuit]";200.0000;2.0000;1.0000;"42317";"damoctocog alfa injectie 2 000 IE [NOVOS: biological]";false;false;;false;false;false;true;false
"3897451";"BBAB";"0002246";"B";"41392-299";"O";"Jivi inj. oploss. (pdr.+solv.) i.v. [flac.+voorgev. spuit] 1x 3000IE";;"00016";;1;"x";;;;;2.5000;"ml";"s";;"R";"a4";2282.5200;;;;;"inj. oploss. (pdr. + solv.) i.v. [flac. + voorgev. spuit]";200.0000;2.0000;1.0000;"42325";"damoctocog alfa injectie 3 000 IE [NOVOS: biological]";false;false;;false;false;false;true;false
"4121091";"CGAB";"0003392";"G";"41509-539";"O";"Jorveza orodisp. tabl. 90x 1mg";;"00157";;90;"x";;;;;0.0000;;;;"R";"b4";372.8600;;"weesgeneesmiddel";;;"orodisp. tabl.";17.6700;15.9000;10.5000;"42481";"budesonide oraal 1 mg";false;true;;true;false;false;true;false
"4986089";"IEEAA";"0017236";"G";"50138-1636";"O";"Jubbonti inj. oploss. s.c. [voorgev. spuit] 1x 60mg/1ml";;"00005";;1;"x";;;;;0.0000;;;;"R";"b4";99.4000;;;;;"inj. oploss. s.c. [voorgev. spuit]";1280.0000;12.8000;8.5000;"8524";"denosumab injectie 60 mg / 1 ml [NOVOS: biological]";true;true;;false;false;false;true;false
